Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	W	Allegiance	Stars
0301	Niemela	CAB1766-9	Fl He	{+0}	(E6B-4)	[9765]	B	S	-	313	8	Im	G5 V
0302	Chimay	A200856-C	Va Ph Na Pi	{+2}	(97E+3)	[7A3C]	eDB	S	-	105	7	Im	M5 V
0306	Kozhevnikovo	B200753-B	Va Na Pi	{+2}	(C6A+3)	[8956]	DB	-	-	801	4	Im	M0 V M5 V
0309	Geheris	C5A779C-A	Fl	{+1}	(869+0)	[785A]	B	S	-	402	4	Im	M5 V M5 V
0313	Suffolk	B2008AA-9	Va Ph Na Pi	{+1}	(A7D-2)	[C978]	eDB	-	-	410	2	Im	M0 V M5 V
0316	Mytilini	B200651-D	Va Ni Na	{+1}	(C52+2)	[673C]	B	S	-	911	4	Im	M0 V M5 V
0323	Semenov	CAB4411-7	Fl Ni	{-2}	(930+2)	[3265]	B	S	-	103	9	Im	F0 V
0325	Tanzania	A200BEA-F	Va Hi Na In	{+4}	(7AA+0)	[DF3F]	fEB	-	-	202	4	Im	M5 V M5 V
0327	Araponga	A9B9645-E	Fl Ni	{+1}	(856+0)	[377F]	B	-	-	301	4	Im	M5 V M5 V
0328	Lockhart	C6A5588-5	Fl Ni Px	{-2}	(441-2)	[3344]	B	S	-	103	8	Im	G5 V
0329	Dumanjog	E200333-8	Va Lo	{-3}	(C21-1)	[1166]	B	-	-	414	7	Im	M0 V
0332	Paimpol	C200552-A	Va Ni	{+0}	(942-1)	[6549]	B	-	-	703	8	Im	K0 V
0408	Olgiate Olona	A100844-C	Va Ph Na Pi	{+2}	(977+0)	[6A6F]	eDB	S	-	603	6	Im	M5 V
0409	Amstetten	ECB4101-9	Fl Lo	{-2}	(901-1)	[5177]	B	-	-	913	8	Im	K0 V
0410	Iron Mountain	CBB2459-9	Fl He Ni Px	{-1}	(C31+1)	[4397]	B	-	-	103	9	Im	F0 V
0411	Gunungsitoli	C000243-B	As Va Lo	{+0}	(B11+2)	[225B]	B	-	-	617	8	Im	w D
0416	North Bend	C8A7488-5	Fl Ni	{-2}	(930-5)	[1251]	B	S	-	203	8	Im	K0 V
0417	Lecorbusier	E200320-6	Va Lo	{-3}	(921-1)	[2169]	B	-	-	704	6	Im	M5 V
0418	Dalmine	A7AADFF-F	Fl Hi In	{+4}	(ACD+2)	[DF6E]	fEB	S	A	204	7	Im	M0 V
0421	Puckler	D000321-7	As Va Lo	{-3}	(521+3)	[6177]	B	S	-	423	8	Im	G0 V
0422	Rossi	B300799-B	Va Na Pi	{+2}	(A6A+3)	[6979]	DB	N	-	105	7	Im	M0 V
0429	Columbus	B200968-E	Va Hi Na In	{+4}	(C8B-3)	[5D4B]	fEB	-	-	205	8	Im	M0 V
0434	Nemiro	B2007BE-C	Va Na Pi	{+2}	(E69+2)	[B96D]	DB	-	-	908	8	Im	w D
0436	Nova Ibia	A7A0664-C	He Ni	{+1}	(D53+3)	[573C]	B	-	-	405	8	Im	K0 V
0501	Roda de Bara	A7B0885-B	He Ph	{+2}	(E79+1)	[6A3E]	eB	N	-	714	8	Im	K5 V
0506	Whitehouse	E7B0100-6	He Lo	{-3}	(901+5)	[1179]	B	-	-	303	9	Im	F0 V
0507	Wervershoof	C697555-9	Ni Ag	{+0}	(F44-1)	[654C]	CB	S	-	714	9	Im	G0 V
0508	Kabashima	A67A759-F	Wa Pi	{+2}	(B69+0)	[598E]	DB	-	-	905	7	Im	M0 V
0513	Siziano	C200131-A	Va Lo	{+0}	(701+1)	[1189]	B	S	-	904	6	Im	M5 V
0519	Severi	A000644-B	As Va Ni Na	{+1}	(D53+1)	[975F]	B	N	-	123	8	Im	K0 V
0523	Milevsko	C510000-0	Ba	{-2}	(800-3)	[0000]	B	-	-	013	8	Im	G5 V
0524	Passa Tempo	C988433-5	Ni Pa	{-2}	(A30+1)	[4226]	cB	-	-	302	9	Im	F0 V
0531	Epalinges	C678401-9	Ni Pa	{-1}	(B32-1)	[1349]	cB	-	-	504	8	Im	K0 V
0532	Coronel Oviedo	C20049C-7	Va Ni	{-2}	(B31+2)	[3268]	B	-	-	904	7	Im	M0 V
0534	Birigui	BBB5743-C	Fl	{+2}	(B6A+0)	[5959]	B	-	-	713	8	Im	K0 V
0535	D Iberville	C200487-7	Va Ni	{-2}	(C33-1)	[2257]	B	-	-	912	9	Im	F5 V
0537	Ziminiar	C20059A-9	Va Ni	{-1}	(F40-1)	[54AB]	B	S	-	815	8	Im	K5 V
0538	Collinsville	C87857A-9	Ni Ag	{+0}	(B45+1)	[156C]	CB	S	-	703	8	Im	K0 V
0602	Jarocin	ACB088A-9	He Ph	{+2}	(87A-2)	[9A99]	eB	NS	-	200	4	Im	G5 V w D
0603	David	C856335-9	Ga Lo	{-1}	(821+1)	[126A]	B	S	-	313	8	Im	G5 V
0604	Dehra Dun	C753467-9	Ni Po	{-1}	(D30+4)	[431D]	B	-	-	602	9	Im	F0 V
0608	Tripoli	B200757-B	Va Na Pi	{+2}	(B65+5)	[A96C]	DB	-	-	105	7	Im	M0 V
0617	Patria	C200446-8	Va Ni	{-2}	(B30+3)	[2253]	B	-	-	104	8	Im	M0 V
0623	Little Hulton	D7A7200-7	Fl Lo	{-3}	(611+0)	[114B]	B	-	-	204	8	Im	K0 V
0626	Daens	E7A2100-9	Fl He Lo	{-2}	(C01+1)	[1128]	B	-	-	203	8	Im	K5 V
0627	Mauren	A100646-B	Va Ni Na	{+1}	(753+3)	[2739]	B	N	-	110	4	Im	G5 V M5 V
0635	Staehle	C6B2533-6	Fl He Ni	{-2}	(444+2)	[3395]	B	S	-	303	8	Im	K0 V
0636	Ghaben	D200346-7	Va Lo	{-3}	(721+4)	[6158]	B	S	-	304	6	Im	M5 V
0637	Vermeer	BBB5621-C	Fl Ni	{+1}	(653+0)	[A75D]	B	-	-	303	8	Im	K0 V
0638	La Palma	ECB0300-4	He Lo	{-3}	(521+0)	[1191]	B	-	-	903	8	Im	K5 V
0640	Puerto Libertador	AAB4637-C	Fl Ni Px	{+1}	(857-4)	[776A]	B	N	-	200	4	Im	K5 V M5 V
0701	Emala	C000556-A	As Va Ni	{+0}	(A46+5)	[356A]	B	S	-	323	7	Im	M0 V
0703	Hack	D100335-A	Va Lo	{-1}	(B21+3)	[1269]	B	-	-	507	7	Im	w D
0704	Hokule A	C200104-C	Va Lo	{+0}	(B01-3)	[314C]	B	S	-	103	7	Im	M0 V
0709	Stockach	D8A4200-7	Fl Lo	{-3}	(711-4)	[11A8]	B	-	-	403	8	Im	G5 V
0711	Albaida	B6A27CA-7	Fl He	{+0}	(664-1)	[97A9]	B	-	-	500	3	Im	K5 V w D
0716	Reggello	C661145-6	Lo	{-2}	(301-5)	[1143]	B	S	-	613	8	Im	G5 V
0718	Randfontein	C200520-B	Va Ni	{+0}	(642-1)	[653D]	B	S	-	703	8	Im	G5 V
0722	Sualan	ABB6754-E	Fl	{+2}	(766-2)	[997E]	B	-	-	703	7	Im	M0 V
0723	Valkeakoski	B996632-B	Ni Ag	{+2}	(D53+1)	[684D]	CB	-	-	613	9	Im	F5 V
0726	Saint-Jean-de-Bray	B8B0864-9	He Ph	{+1}	(974+1)	[79A8]	eB	-	-	403	5	Im	w D w D
0730	Nyctimene	A2009DC-C	Va Hi Na In	{+4}	(98A-2)	[8D57]	fEB	N	-	703	7	Im	M0 V
0734	Mizutani	B8A4764-7	Fl	{+0}	(965-1)	[4788]	B	N	-	702	9	Im	G0 V
0735	Renningen	C200000-0	Va Ba	{-2}	(600-1)	[0000]	B	S	-	004	6	Im	M5 V
0738	Chemodanovka	C200369-A	Va Lo	{+0}	(821-1)	[1337]	B	S	-	103	6	Im	M5 V
0801	Eltmann	B200663-D	Va Ni Na	{+1}	(856-1)	[776F]	B	-	-	503	8	Im	G0 V
0802	Friedberg	A200643-A	Va Ni Na	{+1}	(C56+4)	[576A]	B	-	-	702	6	Im	M5 V
0804	Veillet	C200401-A	Va Ni	{+0}	(634-1)	[2459]	B	S	-	302	3	Im	M5 V M5 V
0809	Luxan	C200423-6	Va Ni	{-2}	(730-4)	[7247]	B	S	-	101	3	Im	M5 V M5 V
0810	Sandown	B200776-C	Va Na Pi	{+2}	(86A+3)	[694F]	DB	-	-	204	6	Im	M5 V
0812	Chiavenna	CBB557B-9	Fl Ni	{-1}	(E43-2)	[347B]	B	S	-	903	8	Im	G5 V
0814	Goldstone	C100362-7	Va Lo	{-2}	(821+0)	[3138]	B	S	-	105	6	Im	M5 V
0821	Wellington North	BBB089D-7	He Ph	{+0}	(574-4)	[8886]	eB	N	-	612	9	Im	F5 V
0826	Schinkel	E7A3366-5	Fl Lo Px	{-3}	(321-1)	[1172]	B	-	-	702	7	Im	K5 V
0830	Ferizaj	E7A2467-4	Fl He Ni Px	{-3}	(530+3)	[7136]	B	-	-	704	7	Im	K5 V
0901	Jesus Maria	C7A1555-7	Fl He Ni	{-2}	(544+1)	[332A]	B	S	-	312	9	Im	F0 V
0903	San Marzano sul Sa	D7A4103-4	Fl Lo	{-3}	(401+4)	[1126]	B	-	-	414	8	Im	K0 V
0906	Houplines	C969310-A	Lo	{+0}	(B21-1)	[7395]	B	S	-	105	8	Im	K0 V
0908	Bradshaw	D8A3332-5	Fl Lo	{-3}	(521+4)	[4198]	B	S	-	913	9	Im	F0 V
0910	Pingtouchuanxiang	C6B3553-B	Fl Ni	{+0}	(F46+3)	[A53A]	B	-	-	913	7	Im	M0 V
0911	Sand Springs	D6A1573-5	Fl He Ni	{-3}	(541+0)	[52A6]	B	S	-	404	9	Im	G0 V
0913	Nordestina	E200000-0	Va Ba	{-3}	(700-2)	[0000]	B	-	-	005	6	Im	M5 V
0914	Kashirina	B200767-D	Va Na Pi	{+2}	(968+0)	[593F]	DB	-	-	404	8	Im	K0 V
0915	Berre-l Etang	B300875-8	Va Ph Na Pi	{+0}	(F74-2)	[A82A]	eDB	N	-	606	7	Im	w D
0917	Golubac	B8A688A-A	Fl Ph	{+2}	(D78+0)	[AA6A]	eB	-	-	304	7	Im	K5 V
0918	Longbenton	BAB4735-A	Fl	{+2}	(C64-4)	[896C]	B	S	-	204	8	Im	K5 V
0924	Sunnyside	D610467-5	Ni	{-3}	(B30+2)	[3141]	B	-	-	904	8	Im	M0 V
0925	Kamioka	C200486-9	Va Ni	{-1}	(932+1)	[737C]	B	-	-	304	6	Im	M5 V
0929	Bainbridge Island	C200333-B	Va Lo	{+0}	(B21-3)	[4318]	B	S	-	704	8	Im	M0 V
0930	Irbit	A9B1A97-F	Fl He Hi In	{+4}	(59B+3)	[AE5F]	fEB	-	-	203	7	Im	K5 V
0932	Taxco de Alarcon	C864799-8	Ag Ri	{+1}	(D67+0)	[684C]	CB	-	-	904	9	Im	G0 V
0937	Gawlik	D763435-4	Ni	{-3}	(932+1)	[8184]	B	S	-	403	8	Im	G5 V
0940	Luba	E200344-9	Va Lo	{-2}	(921+1)	[4177]	B	-	-	714	7	Im	M0 V
1006	St. Thomas	E200200-7	Va Lo	{-3}	(711+2)	[116A]	B	-	-	808	8	Im	w D
1007	Minami-Boso	C200511-B	Va Ni	{+0}	(F45+0)	[254F]	B	S	-	205	8	Im	M0 V
1008	Voreppe	E200358-5	Va Lo	{-3}	(421+0)	[2132]	B	-	-	206	7	Im	M5 V
1009	Carnforth	C20048B-7	Va Ni	{-2}	(331+2)	[5228]	B	-	-	606	8	Im	M0 V
1010	Bochkarev	C9A2544-7	Fl He Ni	{-2}	(944+1)	[5359]	B	-	-	305	8	Im	K0 V
1014	Lyuban 	C8A2136-9	Fl He Lo	{-1}	(801-4)	[119C]	B	-	-	102	9	Im	F0 V
1017	Genta	C100200-9	Va Lo	{-1}	(A11-3)	[5188]	B	S	-	405	6	Im	M5 V
1019	Jette	C5A5555-6	Fl Ni	{-2}	(443-1)	[633A]	B	-	-	404	7	Im	M0 V
1020	Teteven	C200586-B	Va Ni	{+0}	(846-3)	[258D]	B	-	-	505	7	Im	M5 V
1021	Hildburghausen	A200853-F	Va Ph Na Pi	{+2}	(B76+4)	[9A4C]	eDB	S	-	306	7	Im	w D
1028	Begemann	C5A147A-A	Fl He Ni	{+0}	(F33+2)	[345A]	B	-	-	514	8	Im	K5 V
1030	Presque Isle	C200663-8	Va Ni Na	{-2}	(D52-3)	[243B]	B	S	-	705	8	Im	M0 V
1031	Bad Worishofen	E200203-7	Va Lo	{-3}	(911+2)	[112B]	B	-	-	104	5	Im	w D w D
1033	Dummerstorf	C200454-9	Va Ni	{-1}	(A35-2)	[1338]	B	-	-	704	7	Im	M0 V
1038	Odenton	C8A2336-5	Fl He Lo Px	{-2}	(721+0)	[7152]	B	S	-	206	8	Im	w D
1040	Iacanga	C6D1576-7	Ni	{-2}	(740+1)	[4358]	B	-	-	303	9	Im	G0 V
1102	Tickhill	C6A56BC-8	Fl Ni	{-2}	(C54-1)	[5488]	B	S	-	405	8	Im	M0 V
1105	San Feliu de Llobr	C000665-C	As Va Ni Na	{+0}	(B52-4)	[267D]	B	-	-	131	9	Im	G0 V
1108	Campos Lindos	CAB6678-7	Fl Ni	{-2}	(750-3)	[3455]	B	-	-	804	8	Im	K5 V
1111	Barrington	CBB08AA-9	He Ph	{+0}	(D79+0)	[5877]	eB	S	-	112	8	Im	G5 V
1113	Inza	A2009CE-F	Va Hi Na In	{+4}	(78E-2)	[BD4F]	fEB	-	A	904	8	Im	M0 V
1114	Sered 	C200000-0	Va Ba	{-2}	(A00-3)	[0000]	B	S	-	005	7	Im	M5 V
1115	Cologne	B9B6678-8	Fl Ni	{-1}	(752+4)	[7559]	B	-	-	822	10	Im	A0 V
1116	Los Fresnos	C100541-C	Va Ni	{+0}	(B46+5)	[259B]	B	S	-	605	7	Im	w D
1123	Cinar	A3009CD-D	Va Hi Na In	{+4}	(98A+0)	[DD1D]	fEB	-	-	923	7	Im	w D
1128	Pirapora do Bom Je	C200420-6	Va Ni	{-2}	(534+0)	[3288]	B	-	-	904	6	Im	M5 V
1131	Eu	CCB77AD-7	Fl	{-1}	(665-3)	[3637]	B	-	-	704	8	Im	K0 V
1202	Unquillo	B7A2755-D	Fl He	{+2}	(76D+2)	[599D]	B	N	-	904	7	Im	M0 V
1203	Acushnet	B200637-D	Va Ni Na	{+1}	(C54-1)	[674F]	B	S	-	508	8	Im	w D
1205	Dongxing	C7A7225-6	Fl Lo	{-2}	(811+1)	[1134]	B	-	-	310	4	Im	G5 V M5 V
1206	Palmi	A2008BB-F	Va Ph Na Pi	{+2}	(A78+2)	[9A3D]	eDB	-	-	804	6	Im	M5 V
1208	Laurium	B000986-C	As Va Hi Na In	{+4}	(78D+0)	[9D1E]	fEB	S	-	200	3	Im	K0 V K5 V
1211	Tsuwano	B100878-D	Va Ph Na Pi	{+2}	(C7A+3)	[AA3B]	eDB	S	-	105	6	Im	M5 V
1213	Paso del Macho	C5A6456-9	Fl Ni	{-1}	(D32+3)	[6357]	B	-	-	705	8	Im	M0 V
1217	Kreuztal	E200210-8	Va Lo	{-3}	(B11+2)	[516A]	B	-	-	903	4	Im	w D w D
1218	Leping	E7B6126-8	Fl Lo	{-3}	(F01-5)	[2195]	B	-	-	205	8	Im	M0 V
1225	Huizhou	B6A3654-B	Fl Ni	{+1}	(E52+0)	[475B]	B	-	-	905	7	Im	M0 V
1228	Carodulaney	A000CCC-F	As Va Hi Na In	{+4}	(CB6-1)	[9F7F]	fEB	N	-	613	6	Im	M5 V
1230	Sanmu	C7A7553-9	Fl Ni	{-1}	(845+1)	[547E]	B	-	-	313	7	Im	M0 V
1233	Bagnols-sur-Ceze	B200764-9	Va Na Pi	{+1}	(A6A+0)	[A89B]	DB	N	-	303	6	Im	M5 V
1238	Dolecek	B8A9641-8	Fl Ni	{-1}	(E50+0)	[7555]	B	-	-	904	7	Im	M0 V
1239	Steinfurt	E200145-9	Va Lo	{-2}	(E01-2)	[3186]	B	-	-	907	8	Im	w D
1307	Riviera Beach	C762223-8	Lo	{-2}	(F11+1)	[515A]	B	-	-	504	8	Im	G5 V
1309	Gualan	A654772-A	Ag	{+3}	(F68+4)	[AA2A]	CB	N	-	624	8	Im	K0 V
1311	Rizziconi	B5106BF-9	Ni Na	{+0}	(F54+0)	[7618]	B	S	A	707	8	Im	w D
1314	San Agustin Loxich	D200344-4	Va Lo	{-3}	(521-5)	[2151]	B	S	-	413	8	Im	G0 V
1315	Kleinostheim	B6A2744-A	Fl He	{+2}	(96A+0)	[693C]	B	S	-	702	5	Im	M0 V M5 V M5 V
1317	Junction City	A200887-B	Va Ph Na Pi	{+2}	(97B-1)	[6A4C]	eDB	-	-	804	7	Im	M0 V
1328	Gifford	D200155-5	Va Lo	{-3}	(301-1)	[1147]	B	S	-	602	4	Im	M5 V w D
1329	Tranqueras	D696472-3	Ni Pa	{-3}	(931-1)	[5165]	cB	S	-	200	4	Im	F5 V F5 V
1330	Feaga	E9B4000-0	Fl Ba	{-3}	(700+1)	[0000]	B	-	-	003	8	Im	G0 V
1332	Schliersee	C5A0237-6	He Lo	{-2}	(611+0)	[6126]	B	S	-	303	5	Im	M5 V w D
1335	Gonzales	CCB2113-5	Fl He Lo	{-2}	(701+1)	[1144]	B	-	-	112	10	Im	A0 V
1336	Kidderminster	C200210-A	Va Lo	{+0}	(C11+1)	[421B]	B	-	-	203	3	Im	w D w D
1401	Fuyang	C000425-C	As Va Ni	{+0}	(D33-4)	[5429]	B	-	-	514	8	Im	K5 V
1409	Fuser	E200253-A	Va Lo	{-1}	(B11+0)	[114A]	B	-	-	108	8	Im	w D
1410	Muswellbrook	C8A15AE-7	Fl He Ni	{-2}	(743-5)	[5315]	B	-	-	903	8	Im	G5 V
1412	Tyumen	C200663-A	Va Ni Na	{+0}	(955-1)	[A687]	B	-	-	614	6	Im	M5 V
1413	Rabinal	C100422-B	Va Ni	{+0}	(A34+1)	[349B]	B	-	-	106	8	Im	w D
1415	Bang Khla	B200620-8	Va Ni Na	{-1}	(F52+4)	[5554]	B	-	-	205	5	Im	w D w D
1418	Saroma	ECB0137-5	He Lo	{-3}	(701-2)	[2123]	B	-	-	803	9	Im	F0 V
1419	Randor	C200101-A	Va Lo	{+0}	(C01-2)	[617B]	B	S	-	308	8	Im	w D
1423	Magsingal	E200200-5	Va Lo	{-3}	(711+3)	[5154]	B	-	-	405	8	Im	M0 V
1425	Svetla nad Sazavou	E200200-7	Va Lo	{-3}	(211-3)	[1196]	B	-	-	504	6	Im	M5 V
1427	Fismes	D100340-7	Va Lo	{-3}	(621+1)	[3164]	B	-	-	505	7	Im	M5 V
1428	Red Bank	C6A4457-6	Fl Ni Px	{-2}	(530-1)	[2257]	B	S	-	704	8	Im	M0 V
1431	Keszthely	C000579-7	As Va Ni	{-2}	(942+2)	[8359]	B	-	-	611	3	Im	M5 V w D
1437	Glendale	A2009A7-E	Va Hi Na In	{+4}	(B8E+2)	[8D1A]	fEB	-	-	905	6	Im	M5 V
1503	Warrener	C8B0133-8	He Lo	{-2}	(A01+0)	[2139]	B	-	-	403	9	Im	G0 V
1513	Pukalani	C748264-4	Lo	{-2}	(611+2)	[6153]	B	-	-	210	3	Im	G5 V w D
1515	Pozega	C200778-A	Va Na Pi	{+1}	(C69-3)	[983C]	DB	-	-	304	7	Im	M0 V
1516	Sebba	B200654-A	Va Ni Na	{+1}	(C55+3)	[873B]	B	N	-	114	6	Im	M5 V
1517	Frontera	D100477-6	Va Ni	{-3}	(832+2)	[5178]	B	-	-	220	4	Im	F0 V M5 V
1518	Manassas Park	B200610-8	Va Ni Na	{-1}	(855-3)	[6547]	B	-	-	805	6	Im	M5 V
1519	Jinju	C2007A7-A	Va Na Pi	{+1}	(A6C+0)	[6879]	DB	S	-	203	6	Im	M5 V
1520	Vrbas	D8B2237-8	Fl He Lo	{-3}	(A11-1)	[2165]	B	-	-	402	9	Im	F5 V
1528	Crivello	CDB6668-6	Fl Ni	{-2}	(952+2)	[8427]	B	S	-	403	7	Im	M0 V
1531	Fellini	D200134-7	Va Lo	{-3}	(901-1)	[1128]	B	-	-	504	6	Im	M5 V
1532	Prakhon Chai	A2009CF-B	Va Hi Na In	{+4}	(98B+3)	[CD9B]	fEB	N	A	402	3	Im	M5 V M5 V
1533	Anenecuilco	C9D3446-7	Ni	{-2}	(932+3)	[5258]	B	-	-	413	8	Im	G0 V
1534	Hofheim	E200572-4	Va Ni	{-3}	(841-2)	[7274]	B	-	-	603	6	Im	M5 V
1537	Novoulyanovsk	A000876-E	As Va Ph Na Pi	{+2}	(B75+1)	[7A6E]	eDB	S	-	524	8	Im	K0 V
1539	Siano	C100110-8	Va Lo	{-2}	(701-4)	[1115]	B	-	-	504	6	Im	M5 V
1602	Prum	C200300-B	Va Lo	{+0}	(821+0)	[335B]	B	-	-	904	6	Im	M5 V
1607	Saint-Orens-de-Gam	E100331-7	Va Lo	{-3}	(621+2)	[1177]	B	-	-	506	8	Im	w D
1611	Yaama	E200243-8	Va Lo	{-3}	(A11-3)	[314B]	B	-	-	104	6	Im	M5 V
1612	Zalec	C000341-A	As Va Lo	{+0}	(C21-4)	[23AB]	B	-	-	114	7	Im	M0 V
1613	Florencio Varela	C410246-6	Lo	{-2}	(711+1)	[6166]	B	S	-	922	9	Im	F0 V
1614	Kap Bos	C4B0613-6	He Ni	{-2}	(652+1)	[8415]	B	-	-	507	8	Im	w D
1621	Mila	A2009A8-C	Va Hi Na In	{+4}	(E88+1)	[BD49]	fEB	-	-	114	6	Im	M5 V M5 V
1622	Mifune	B200752-C	Va Na Pi	{+2}	(869+0)	[893A]	DB	-	-	314	8	Im	M0 V
1623	Paranacity	A9B5879-B	Fl Ph	{+2}	(D77+3)	[7A78]	eB	-	-	804	7	Im	M5 V
1631	Goundam	B2009AC-E	Va Hi Na In	{+4}	(F89+4)	[AD4F]	fEB	-	-	305	8	Im	K0 V
1632	Union de San Anton	C200558-8	Va Ni	{-2}	(F40-5)	[1365]	B	S	-	112	5	Im	M0 V w D
1635	Kursk	C20057C-B	Va Ni	{+0}	(844+3)	[555D]	B	-	-	705	7	Im	M5 V
1705	Cervignano del Fri	C200556-8	Va Ni	{-2}	(840+2)	[4347]	B	S	-	404	6	Im	M5 V
1707	Bad Wildungen	C973400-6	Ni	{-2}	(833+3)	[12A8]	B	S	-	905	8	Im	G5 V
1709	Kermit	B5A57AC-C	Fl	{+2}	(96C+0)	[A94F]	B	N	-	510	4	Im	F5 V w D
1711	Horsforth	E200202-5	Va Lo	{-3}	(711-1)	[1133]	B	-	-	104	6	Im	M5 V
1715	Swidnik	C200744-7	Va Na Pi	{-1}	(965+2)	[864B]	DB	-	-	705	7	Im	M5 V
1730	Ning An	C9D7575-A	Ni	{+0}	(842+2)	[753C]	B	-	-	602	8	Im	G5 V
1740	Okoppe	D6A55AF-3	Fl Ni	{-3}	(240+1)	[5262]	B	S	-	114	7	Im	K5 V
1802	Bongor	C200520-B	Va Ni	{+0}	(E45-2)	[657D]	B	-	-	703	6	Im	M5 V
1804	Chelmsford	C300522-A	Va Ni	{+0}	(242+4)	[7558]	B	S	-	500	3	Im	G0 V G5 V
1807	Jinan	C200437-6	Va Ni	{-2}	(531-2)	[5234]	B	-	-	103	6	Im	M5 V
1810	Greenville	A2008A9-C	Va Ph Na Pi	{+2}	(F78+4)	[4A9C]	eDB	-	-	505	7	Im	M5 V
1811	Uniao	C200474-7	Va Ni	{-2}	(530+3)	[2227]	B	S	-	502	5	Im	M0 V M5 V
1813	Welch	AAB6653-A	Fl Ni	{+1}	(352+1)	[673C]	B	N	-	710	4	Im	K5 V K5 V
1816	Crikvenica	CBB0884-A	He Ph	{+1}	(679-2)	[A9AA]	eB	-	-	503	8	Im	G5 V
1817	Morden	ABB5766-B	Fl	{+3}	(C6A+3)	[2A58]	B	NS	-	113	8	Im	G0 V
1821	Mechanicsburg	B200730-9	Va Na Pi	{+1}	(E68-1)	[886C]	DB	S	-	105	8	Im	K0 V
1823	Oton	A5DA664-C	Ni	{+1}	(A55-1)	[B71B]	B	N	-	504	6	Im	M5 V
1825	Ponte Nova	C200563-8	Va Ni	{-2}	(944+1)	[6339]	B	S	-	713	5	Im	M5 V M5 V
1836	Dauvergne	A6B5966-C	Fl Hi In	{+4}	(88C+1)	[9D59]	fEB	-	-	702	9	Im	G0 V
1837	Meersburg	A2008CF-A	Va Ph Na Pi	{+2}	(D79-2)	[AAA6]	eDB	-	A	201	4	Im	M0 V M5 V
1838	San Antonio	C200441-8	Va Ni	{-2}	(F30+1)	[127C]	B	-	-	105	7	Im	M5 V
1903	Chateaugiron	B2007AC-8	Va Na Pi	{+0}	(E6A+4)	[974D]	DB	S	-	505	7	Im	M5 V
1906	Palain	E77A214-7	Wa Lo	{-3}	(411+2)	[1165]	B	-	-	103	8	Im	K5 V
