Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	W	Allegiance	Stars
0934	Agnesraab	D8B9467-4	Fl Ni	{-3}	(930+2)	[1182]	B	S	-	311	5	Im	K0 V K5 V
0935	Liberatore	ACB6687-C	Fl Ni	{+1}	(956+0)	[879D]	B	-	-	302	6	Im	K5 V w D w D
0936	Julie	EAB6345-7	Fl Lo	{-3}	(921-1)	[3158]	B	-	-	913	8	Im	G5 V
0939	Bareges	A20079B-B	Va Na Pi	{+2}	(E66-5)	[6969]	DB	-	-	405	6	Im	M5 V
1003	Haseda	C7B5511-9	Fl Ni	{-1}	(843+1)	[5478]	B	S	-	912	9	Im	G0 V
1004	Shiva	B7A2766-9	Fl He	{+1}	(B69-5)	[9866]	B	S	-	824	7	Im	K5 V
1006	Dimitrov	CCB2431-9	Fl He Ni	{-1}	(733+0)	[23A7]	B	S	-	613	9	Im	F5 V
1007	Monzon	D5B027B-6	He Lo	{-3}	(711-2)	[4148]	B	-	-	602	4	Im	M5 V M5 V
1010	Bykov	C978202-9	Lo	{-1}	(A11+5)	[514A]	B	S	-	711	6	Im	G5 V K5 V K5 V
1011	Krivan	A100CBE-F	Va Hi Na In	{+4}	(BB7+1)	[BF6F]	fEB	-	-	605	6	Im	M5 V
1015	Pises	A1009AB-F	Va Hi Na In	{+4}	(C8C-1)	[AD3F]	fEB	N	-	810	3	Im	M0 V M5 V
1028	Sinden	C200565-6	Va Ni	{-2}	(841+0)	[2327]	B	S	-	306	7	Im	w D
1032	El	A3009CF-B	Va Hi Na In	{+4}	(A8F-4)	[BD3B]	fEB	N	A	213	8	Im	K0 V
1034	Winkler	D7A6522-7	Fl Ni	{-3}	(341+3)	[6283]	B	-	-	703	8	Im	G5 V
1035	Amaterasu	C000432-C	As Va Ni	{+0}	(B34-2)	[247D]	B	-	-	915	8	Im	K5 V
1039	Lydia	E6A3423-4	Fl Ni	{-3}	(730-5)	[2145]	B	-	-	910	4	Im	G5 V G5 V
1108	Jarvis	A7A3647-E	Fl Ni Px	{+1}	(D54-5)	[279E]	B	N	-	211	8	Im	K5 V
1110	Sebastian	E200100-A	Va Lo	{-1}	(C01+1)	[1169]	B	-	-	304	7	Im	M5 V
1115	Sierra	E100272-9	Va Lo	{-2}	(D11-2)	[213B]	B	-	-	605	6	Im	M5 V
1117	Yuriko	A9B088A-E	He Ph	{+2}	(D7C+0)	[8A1F]	eB	N	-	305	7	Im	w D
1118	Bronislawa	C200751-C	Va Na Pi	{+1}	(C65+2)	[485E]	DB	S	-	506	8	Im	w D
1120	Gentelec	C864510-9	Ni Ag Pr	{+0}	(C43+4)	[7527]	CcB	S	-	504	8	Im	G5 V
1121	Link	C410552-A	Ni	{+0}	(B43+2)	[651A]	B	-	-	304	7	Im	M0 V
1122	Nagara	C6B4300-6	Fl Lo	{-2}	(B21+2)	[3116]	B	-	-	805	8	Im	G0 V
1126	Dakar	C5A1688-7	Fl He Ni Px	{-2}	(753+1)	[9437]	B	S	-	606	8	Im	M0 V
1127	Schmeidler	C5A0548-A	He Ni	{+0}	(F43-4)	[555E]	B	S	-	614	7	Im	K5 V
1129	Gotoyoshi	C200310-6	Va Lo	{-2}	(B21+3)	[6156]	B	-	-	902	2	Im	w D w D
1130	Puding	C200131-7	Va Lo	{-2}	(A01-4)	[1129]	B	-	-	703	4	Im	M5 V M5 V
1131	Samoilov	A300674-C	Va Ni Na	{+1}	(B54-1)	[575E]	B	N	-	504	6	Im	M5 V
1132	Taiwan	C100210-A	Va Lo	{+0}	(C11-1)	[324B]	B	-	-	204	6	Im	M5 V
1134	Hel	C000574-9	As Va Ni	{-1}	(842-3)	[1497]	B	-	-	314	7	Im	M0 V
1201	St. Louis	C000674-8	As Va Ni Na	{-2}	(552+0)	[6437]	B	-	-	811	5	Im	M0 V w D
1206	Sorga	B100775-E	Va Na Pi	{+2}	(C69+2)	[796C]	DB	S	-	504	7	Im	M0 V
1209	Studnicka	A3008A9-F	Va Ph Na Pi	{+2}	(A7B+1)	[7A3F]	eDB	N	-	905	7	Im	M0 V
1211	Ventoux	A300650-C	Va Ni Na	{+1}	(455+0)	[6719]	B	-	-	901	3	Im	M5 V M5 V
1217	Hayden	A100866-F	Va Ph Na Pi	{+2}	(A76-1)	[AA4F]	eDB	N	-	915	8	Im	K5 V
1222	Keikai	C6B4576-7	Fl Ni Px	{-2}	(744+0)	[5368]	B	S	-	306	8	Im	w D
1233	Zomba	CAB3562-7	Fl Ni	{-2}	(841-2)	[5318]	B	S	-	512	8	Im	G0 V
1234	Iwamura	C100334-A	Va Lo	{+0}	(B21-1)	[635E]	B	S	-	303	5	Im	M5 V M5 V
1235	Emel'Yanov	C5A0204-9	He Lo	{-1}	(D11-1)	[115A]	B	-	-	914	7	Im	M0 V
1237	Cranbrook	E8A3536-8	Fl Ni Px	{-3}	(E41+2)	[2257]	B	-	-	303	7	Im	K5 V
1239	Nuwa	B6A4679-8	Fl Ni Px	{-1}	(E52+4)	[257C]	B	-	-	904	6	Im	M5 V
1305	Oiunskij	A200699-A	Va Ni Na	{+1}	(F52+1)	[875C]	B	S	-	906	8	Im	M0 V
1306	Gluck	D100434-7	Va Ni	{-3}	(532+3)	[5149]	B	S	-	702	4	Im	M5 V M5 V
1317	Oken	B676967-8	Hi In	{+2}	(C86+1)	[AB2C]	EB	N	-	804	8	Im	K5 V
1324	Nernst	C100637-9	Va Ni Na	{-1}	(651+3)	[1589]	B	-	-	204	7	Im	M0 V
1326	Warhol	C685425-9	Ga Ni Pa	{-1}	(B34+1)	[5345]	cB	-	-	205	8	Im	M0 V
1328	Lallaward	CBB4432-6	Fl Ni	{-2}	(834+1)	[1277]	B	S	-	504	8	Im	K0 V
1329	Grueber	D865447-5	Ga Ni Pa	{-3}	(A31-2)	[9159]	cB	-	-	512	8	Im	K0 V
1330	Balakirev	A6B5687-E	Fl Ni Px	{+1}	(857+2)	[478C]	B	-	-	312	8	Im	G5 V
1401	Lee	A200898-C	Va Ph Na Pi	{+2}	(D7C-4)	[5A7F]	eDB	S	-	405	8	Im	M0 V
1414	Libitina	C7A1163-9	Fl He Lo	{-1}	(E01+0)	[115A]	B	-	-	604	7	Im	M0 V
1415	Paczynski	C7B4446-A	Fl Ni Px	{+0}	(B36+0)	[244B]	B	-	-	904	8	Im	K0 V
1416	Inawashiro	B1008AA-E	Va Ph Na Pi	{+2}	(B7B-2)	[BA5F]	eDB	N	-	613	6	Im	M5 V
1419	Tracicarter	B200987-E	Va Hi Na In	{+4}	(68E-1)	[AD2B]	fEB	-	-	401	5	Im	M0 V M5 V
1420	Mccormick	D000654-B	As Va Ni Na	{-1}	(D51-1)	[657C]	B	S	-	414	8	Im	K0 V
1422	Berkhey	B1009BC-C	Va Hi Na In	{+4}	(C8C-1)	[CD5D]	fEB	N	-	905	8	Im	K0 V
1424	Gallaj	C100623-9	Va Ni Na	{-1}	(E54+0)	[2547]	B	-	-	103	6	Im	M5 V
1425	Littlewood	C000243-A	As Va Lo	{+0}	(811-2)	[421A]	B	S	-	715	7	Im	M0 V
1428	Steshenko	A00089B-E	As Va Ph Na Pi	{+2}	(979+0)	[7A8E]	eDB	N	-	115	6	Im	M5 V
1430	Iolanda	B000668-9	As Va Ni Na	{+0}	(E54+0)	[4649]	B	-	-	213	8	Im	K0 V
1431	Van Albada	B9517B8-6	Po	{+0}	(864-5)	[C797]	B	N	-	400	4	Im	G0 V G5 V
1437	Nanning	D6D5114-3	Lo	{-3}	(601-2)	[5181]	B	-	-	503	9	Im	F5 V
1438	Segovia	A200875-B	Va Ph Na Pi	{+2}	(C76-3)	[8A98]	eDB	-	-	215	7	Im	K5 V
1504	Rezia	CBB3677-9	Fl Ni Px	{-1}	(D53+2)	[754A]	B	S	-	203	8	Im	G0 V
1509	Maria	B8A4645-9	Fl Ni	{+0}	(A55-1)	[861E]	B	S	-	403	7	Im	M5 V
1511	Zajonc	A2007CC-C	Va Na Pi	{+2}	(869+0)	[597D]	DB	-	-	205	7	Im	M5 V
1514	Blank	C7BA563-9	Fl Ni	{-1}	(C40-5)	[545E]	B	-	-	203	8	Im	K0 V
1515	Stephicks	B5B3768-B	Fl	{+2}	(B69+5)	[691E]	B	N	-	223	7	Im	K5 V
1517	Lecacheux	D100330-7	Va Lo	{-3}	(A21-2)	[116A]	B	-	-	803	6	Im	M5 V
1518	Lisbeth	C6B7557-8	Fl Ni	{-2}	(A42+0)	[8343]	B	-	-	203	8	Im	K0 V
1519	Endo	C100534-8	Va Ni	{-2}	(B41+5)	[4388]	B	-	-	305	7	Im	M5 V
1520	Quetzalcoatl	C410566-9	Ni	{-1}	(845-4)	[A45C]	B	S	-	304	7	Im	M0 V
1521	Hurkos	D9B0556-8	He Ni	{-3}	(642+0)	[6279]	B	S	-	703	7	Im	K5 V
1524	Shiroko	C410476-8	Ni	{-2}	(D34-3)	[8277]	B	-	-	304	8	Im	M0 V
1526	Schwank	C200547-9	Va Ni	{-1}	(F44-1)	[4457]	B	-	-	204	7	Im	M0 V
1531	Edna	C200000-0	Va Ba	{-2}	(800-5)	[0000]	B	S	-	012	3	Im	M5 V M5 V
1535	Wildberg	C6A8422-8	Fl Ni	{-2}	(C30-3)	[6219]	B	-	-	613	6	Im	M5 V
1536	Guangping	A000868-D	As Va Ph Na Pi	{+2}	(E7A+2)	[AA1D]	eDB	-	-	815	7	Im	M5 V
1605	Graculus	C300455-9	Va Ni	{-1}	(F34+2)	[9318]	B	-	-	605	7	Im	M5 V
1609	Yuan	D100523-5	Va Ni	{-3}	(340-4)	[9264]	B	S	-	712	4	Im	M5 V M5 V
1615	Sano	C200473-A	Va Ni	{+0}	(F31+2)	[4448]	B	-	-	813	7	Im	K5 V
1619	Tealeoni	C100545-C	Va Ni	{+0}	(C45+4)	[4569]	B	-	-	604	6	Im	M5 V
1620	Nikolova	B100853-B	Va Ph Na Pi	{+2}	(A78+2)	[7A49]	eDB	-	-	903	6	Im	M5 V
1621	Akitsushima	D410479-4	Ni	{-3}	(932+1)	[6141]	B	-	-	304	7	Im	M0 V
1624	Tsesevich	B5B17A9-B	Fl He	{+2}	(A6B+3)	[799A]	B	-	-	614	8	Im	G5 V
1626	Welling	C200202-8	Va Lo	{-2}	(F11-3)	[2167]	B	-	-	108	8	Im	w D
1629	Bless	A7A0DFF-D	He Hi In	{+4}	(DCB+2)	[CF2A]	fEB	N	A	812	8	Im	G0 V
1633	Jakob	B200669-D	Va Ni Na	{+1}	(B52+0)	[978D]	B	N	-	505	7	Im	M5 V
1635	Hamburga	BAB069A-B	He Ni	{+1}	(752+1)	[3719]	B	S	-	303	8	Im	G5 V
1636	Kalchas	CAB5538-5	Fl Ni Px	{-2}	(941+4)	[3361]	B	-	-	702	8	Im	G5 V
1637	Schickler	BFB5894-C	Fl Ph	{+2}	(D7B-2)	[9AAE]	eB	N	-	713	8	Im	G5 V
1701	Hicklen	B9A5877-7	Fl Ph	{+0}	(873+5)	[B818]	eB	S	-	304	8	Im	K0 V
1702	Francisc	B5A46BD-C	Fl Ni	{+1}	(657-2)	[578D]	B	-	-	903	8	Im	K0 V
1708	Lintott	B5A0888-8	He Ph	{+0}	(777+0)	[7878]	eB	-	-	803	8	Im	K5 V
1711	Kumenan	C300557-8	Va Ni	{-2}	(E41+1)	[4338]	B	S	-	205	6	Im	M5 V
1713	Mancunia	B9B4685-9	Fl Ni	{+0}	(D56+0)	[B66B]	B	N	-	604	8	Im	K5 V
1716	Mukaitadashi	C200585-A	Va Ni	{+0}	(C43+0)	[455B]	B	-	-	903	6	Im	M5 V
1718	Jinpan	C7B3578-8	Fl Ni Px	{-2}	(842+3)	[9357]	B	-	-	203	7	Im	K5 V
1719	Kazutaka	E100110-A	Va Lo	{-1}	(F01-4)	[1169]	B	-	-	704	6	Im	M5 V
1723	Massevitch	A6B0855-B	He Ph	{+2}	(D77+2)	[4AAC]	eB	N	-	902	8	Im	G5 V
1725	Sabha	C000754-9	As Va Na Pi	{+0}	(B64-1)	[978C]	DB	S	-	721	5	Im	M0 V M5 V
1729	Annis	A10068B-F	Va Ni Na	{+1}	(B54+5)	[578C]	B	N	-	105	7	Im	M5 V
1732	Almeria	BEB4657-A	Fl Ni Px	{+1}	(A57+5)	[875A]	B	S	-	412	8	Im	K0 V
1735	Magnya	A6A39AA-A	Fl Hi In	{+4}	(78D+0)	[CD56]	fEB	S	-	811	4	Im	K5 V w D
1740	Kakkuri	C000645-A	As Va Ni Na	{+0}	(954+4)	[762E]	B	S	-	514	6	Im	M5 V
1801	Nummela	A9D4974-D	Hi	{+3}	(E89+3)	[CC5A]	EB	-	-	913	9	Im	F5 V
1802	Tuttle	CDB7577-5	Fl Ni	{-2}	(C44+2)	[3361]	B	-	-	502	8	Im	G5 V
1803	Labs	A2009BD-D	Va Hi Na In	{+4}	(C8F+0)	[8D4F]	fEB	-	-	513	7	Im	M0 V M5 V M5 V
1821	Sibelius	C665201-A	Ga Lo	{+0}	(C11-3)	[6217]	B	S	-	803	8	Im	G5 V
1825	Wollstone	A1009A7-F	Va Hi Na In	{+4}	(C8E-1)	[8D1F]	fEB	N	-	114	6	Im	M5 V
1827	Gremory	C100335-A	Va Lo	{+0}	(A21+0)	[5327]	B	-	-	904	7	Im	M5 V
1829	Kievtech	D200524-5	Va Ni	{-3}	(342+0)	[8273]	B	S	-	616	7	Im	M0 V
1830	Jaime	D200594-9	Va Ni	{-2}	(B40-3)	[3389]	B	-	-	302	4	Im	M5 V w D
1837	Paraskevo	DDB4355-9	Fl Lo	{-2}	(F21-4)	[314A]	B	S	-	815	8	Im	K5 V
1901	Hiroshi	D6B6530-5	Fl Ni	{-3}	(C40-2)	[9227]	B	-	-	815	7	Im	M0 V
1902	Olavi	C866201-9	Ga Lo	{-1}	(C11+0)	[5188]	B	S	-	614	8	Im	K5 V
1903	Wiesenthal	A9407AD-C	De He Pi Po	{+2}	(A69+4)	[798A]	DB	N	-	712	9	Im	A5 V
1907	Rosnyaine	A300751-F	Va Na Pi	{+2}	(A6A-2)	[B95D]	DB	-	-	102	4	Im	M0 V M5 V
1908	Aletheia	B200741-A	Va Na Pi	{+2}	(D6C+3)	[992E]	DB	-	-	204	4	Im	w D w D
1913	Bevilacqua	B8A9865-B	Fl Ph	{+2}	(A7A-1)	[CA3C]	eB	N	-	503	7	Im	K5 V
1920	Rayhe	ABB5978-C	Fl Hi In	{+4}	(E8B+4)	[BD6F]	fEB	-	-	822	9	Im	F0 V
1924	Dora	E100202-9	Va Lo	{-2}	(411-1)	[411A]	B	-	-	201	3	Im	M0 V M5 V
1930	Michael	X7A5142-0	Fl Lo	{-3}	(601-2)	[2121]	B	-	R	403	9	Im	F0 V
