Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	W	Allegiance	Stars
0316	Hafez	C100498-C	Va Ni	{+0}	(736+0)	[645B]	B	S	-	204	7	Im	M0 V
0317	Qingyuan	X10037B-5	Va Lo	{-3}	(821-4)	[6146]	B	-	R	205	7	Im	M5 V
0318	Bethemmons	CBB9679-7	Fl Ni	{-2}	(752+0)	[5449]	B	S	-	220	4	Im	K0 V M5 V
0321	Nishihara	B8A0621-B	He Ni	{+1}	(952-1)	[171F]	B	-	-	213	9	Im	G0 V
0324	Oni	CCB85AC-5	Fl Ni	{-2}	(640+2)	[1377]	B	-	-	223	9	Im	G0 V
0325	Leucocephala	D100554-8	Va Ni	{-3}	(D40-1)	[9247]	B	S	-	204	6	Im	M5 V
0327	Purgstall	CBB6401-B	Fl Ni	{+0}	(C35-5)	[441B]	B	-	-	604	9	Im	F0 V
0329	Kushalnaik	B9B0843-C	He Ph	{+2}	(B75+3)	[8A3D]	eB	-	-	203	8	Im	K0 V
0330	Kamloops	C000220-7	As Va Lo	{-2}	(711+0)	[2157]	B	-	-	314	6	Im	M5 V
0331	Moskovitz	C10059C-9	Va Ni	{-1}	(F44-3)	[6478]	B	-	-	504	6	Im	M5 V
0337	Renaisance	D884458-8	Ni Pa	{-3}	(C32+2)	[2116]	cB	-	-	514	8	Im	G0 V
0338	Kovacia	C300302-7	Va Lo	{-2}	(421+0)	[3188]	B	-	-	213	7	Im	M0 V
0340	Henan	B300855-B	Va Ph Na Pi	{+2}	(D78-4)	[8A3C]	eDB	-	-	504	6	Im	M5 V
0403	Curly	A100986-D	Va Hi Na In	{+4}	(78B-1)	[9D5F]	fEB	S	-	204	6	Im	M5 V
0404	Kallisto	E7A6385-5	Fl Lo	{-3}	(721-4)	[6193]	B	-	-	600	3	Im	K0 V w D
0405	Ronald	E000458-7	As Va Ni	{-3}	(532+2)	[5188]	B	-	-	715	8	Im	K0 V
0406	Karttunen	C6A5326-9	Fl Lo Px	{-1}	(821+0)	[5258]	B	-	-	314	8	Im	K0 V
0407	Shchedrin	A10077A-D	Va Na Pi	{+2}	(96A-1)	[898C]	DB	-	-	214	7	Im	M0 V
0409	Skalnate	B100737-A	Va Na Pi	{+2}	(B6B-4)	[796C]	DB	-	-	704	7	Im	M0 V
0411	Csere	B5A0973-9	He Hi In	{+3}	(C8C+2)	[8C54]	EB	N	-	104	7	Im	M0 V
0413	Unterman	X100158-2	Va Lo	{-3}	(B01+0)	[11A6]	B	-	R	800	3	Im	M0 V M5 V
0414	Gedania	D10065A-9	Va Ni Na	{-2}	(C50+3)	[242B]	B	S	-	605	7	Im	M5 V
0416	Leakey	C100845-8	Va Ph Na Pi	{-1}	(E76-3)	[8748]	eDB	S	-	305	7	Im	M5 V
0417	Szabo	EBB1000-0	Fl He Ba	{-3}	(800+3)	[0000]	B	-	-	003	8	Im	G0 V
0418	Haken	C100331-A	Va Lo	{+0}	(721-5)	[6317]	B	S	-	102	3	Im	M5 V w D
0419	Ca Republic	C000547-9	As Va Ni	{-1}	(A40-4)	[743A]	B	S	-	714	8	Im	K0 V
0420	Miki	C200479-B	Va Ni	{+0}	(732+3)	[244F]	B	S	-	101	1	Im	w D w D
0425	Reipurth	A3009CF-C	Va Hi Na In	{+4}	(D86+0)	[7D4F]	fEB	S	A	605	7	Im	M0 V
0426	Hiwatashi	E000000-0	As Va Ba	{-3}	(600+2)	[0000]	B	-	-	015	8	Im	K0 V
0427	Jetta	CEB6532-9	Fl Ni	{-1}	(E41+2)	[744A]	B	S	-	504	7	Im	M0 V
0429	Sarnia	B10099C-E	Va Hi Na In	{+4}	(88D+0)	[8D2E]	fEB	-	-	504	6	Im	M5 V
0434	Caldentey	D200000-0	Va Ba	{-3}	(A00+1)	[0000]	B	S	-	005	8	Im	M0 V
0435	Xingzhong	C962200-9	Lo	{-1}	(F11+0)	[4179]	B	-	-	514	8	Im	G5 V
0436	Moira	B100864-E	Va Ph Na Pi	{+2}	(879+5)	[5A8F]	eDB	S	-	103	7	Im	M0 V
0438	Dataka	DCB7303-7	Fl Lo	{-3}	(921+1)	[416A]	B	S	-	904	7	Im	M0 V
0439	Fossett	A200987-F	Va Hi Na In	{+4}	(E88+0)	[BD1F]	fEB	N	-	107	7	Im	w D
0505	Gail	C000515-C	As Va Ni	{+0}	(A44-1)	[859D]	B	-	-	514	7	Im	M0 V
0506	Timorlax	C10048B-A	Va Ni	{+0}	(833+2)	[148B]	B	S	-	904	6	Im	M5 V
0508	Rakuyou	E8A8000-0	Fl Ba	{-3}	(500-1)	[0000]	B	-	-	013	9	Im	G0 V
0512	Carsenty	C7B0121-5	He Lo	{-2}	(801+2)	[5186]	B	-	-	306	8	Im	w D
0517	Mitake	B10099A-F	Va Hi Na In	{+4}	(C8D+3)	[DD6F]	fEB	-	-	314	7	Im	K5 V
0518	Lavrentina	C6A35A9-7	Fl Ni Px	{-2}	(642-1)	[3354]	B	-	-	710	2	Im	K5 V M5 V
0519	Gruppetta	B5B19DC-A	Fl He Hi In	{+4}	(C89+3)	[7D56]	fEB	-	-	602	8	Im	G5 V
0522	Carleton	D100310-6	Va Lo	{-3}	(921-1)	[3176]	B	S	-	703	6	Im	M5 V
0530	Bryleen	C300300-7	Va Lo	{-2}	(521-2)	[3128]	B	-	-	205	7	Im	M5 V
0531	Heidi	BAB27BA-A	Fl He	{+2}	(C69+1)	[7917]	B	-	-	503	8	Im	K0 V
0533	Al Minya	C000405-B	As Va Ni	{+0}	(536+2)	[348C]	B	S	-	600	3	Im	F5 V F5 V
0536	Heiskanen	E8A3000-0	Fl Ba	{-3}	(600+0)	[0000]	B	-	-	004	8	Im	K5 V
0538	Piethut	C8A5410-6	Fl Ni	{-2}	(730+0)	[7264]	B	-	-	402	8	Im	K0 V
0539	Xing'An	C8A7521-7	Fl Ni	{-2}	(440-2)	[735A]	B	-	-	200	4	Im	K0 V K5 V
0601	Nakayama	C777569-4	Ni Ag	{-1}	(843+2)	[5455]	CB	S	-	704	8	Im	K0 V
0602	Thornton	A200675-A	Va Ni Na	{+1}	(D53+4)	[873B]	B	-	-	408	8	Im	w D
0604	Aethusa	C9A0564-6	He Ni	{-2}	(743-1)	[4389]	B	-	-	801	2	Im	K5 V K5 V
0606	Chukotka	C300577-6	Va Ni	{-2}	(740+0)	[4357]	B	S	-	503	9	Im	F0 V
0607	Violilla	C8A4520-A	Fl Ni	{+0}	(842+0)	[3569]	B	S	-	714	6	Im	M5 V
0610	Ejigbo	DBB1610-5	Fl He Ni	{-3}	(351-1)	[6363]	B	S	-	700	5	Im	F5 V F5 V F5 V
0612	Jiujiang	E100412-A	Va Ni	{-1}	(C31+4)	[4318]	B	-	-	605	8	Im	M0 V
0613	Claerbout	D200554-6	Va Ni	{-3}	(B41+2)	[5247]	B	S	-	206	6	Im	M5 V
0619	Rojeski	E9A7102-9	Fl Lo	{-2}	(D01+2)	[1178]	B	-	-	303	7	Im	M0 V
0624	Ubels	A959620-E	Ni	{+1}	(F52+3)	[375D]	B	-	-	803	8	Im	G5 V
0625	Mather	C6B4473-8	Fl Ni	{-2}	(C31-3)	[1269]	B	-	-	806	8	Im	w D
0628	Tyson	B8A58AB-7	Fl Ph	{+0}	(873-2)	[9866]	eB	-	-	701	4	Im	M0 V M5 V
0629	Csokonai	C100365-A	Va Lo	{+0}	(821-1)	[435A]	B	S	-	704	8	Im	K5 V
0630	Owen	A300751-F	Va Na Pi	{+2}	(C65-3)	[892F]	DB	N	-	315	8	Im	M0 V
0635	Twarog	C300523-7	Va Ni	{-2}	(A44+3)	[1396]	B	-	-	514	8	Im	K0 V
0636	Staehle	C200565-9	Va Ni	{-1}	(E45+5)	[6459]	B	-	-	804	7	Im	M5 V
0702	Horsnebara	A4107A8-A	Na Pi	{+2}	(A69+0)	[8999]	DB	-	-	203	9	Im	G0 V
0704	Strobel	B200642-B	Va Ni Na	{+1}	(C56-1)	[A76A]	B	S	-	306	6	Im	M5 V
0707	Kuniharu	A410865-A	Ph Na Pi	{+2}	(874+1)	[BA2A]	eDB	N	-	402	4	Im	w D w D
0708	Emanuelli	E100102-7	Va Lo	{-3}	(601+0)	[111B]	B	-	-	500	4	Im	K5 V K5 V K5 V
0709	Cartan	C8A8754-8	Fl	{-1}	(D66-1)	[A669]	B	-	-	905	8	Im	M0 V
0711	New York	B2008AC-A	Va Ph Na Pi	{+2}	(D7B-4)	[6A19]	eDB	N	-	805	5	Im	w D w D
0712	Hambach	B9A4699-B	Fl Ni Px	{+1}	(D53-1)	[B71A]	B	S	-	403	8	Im	G0 V
0713	Toynbee	C200400-9	Va Ni	{-1}	(832+2)	[138C]	B	-	-	604	5	Im	M5 V M5 V
0715	Paradzhanov	E100210-9	Va Lo	{-2}	(C11+0)	[118D]	B	-	-	503	5	Im	M5 V M5 V
0718	Pulaski	E200168-6	Va Lo	{-3}	(701-1)	[1139]	B	-	-	705	7	Im	w D
0720	Aurora	C200300-C	Va Lo	{+0}	(F21+1)	[331E]	B	-	-	807	7	Im	w D
0723	Niim	C100210-7	Va Lo	{-2}	(611+5)	[215B]	B	-	-	713	9	Im	G0 V
0724	Limdarren	B8B3635-C	Fl Ni	{+1}	(856-2)	[7769]	B	-	-	704	7	Im	M0 V
0725	Crouch	D200447-7	Va Ni	{-3}	(831+1)	[5146]	B	S	-	505	8	Im	M0 V
0728	Spassky	E876136-7	Lo	{-3}	(A01-3)	[1146]	B	-	-	515	8	Im	G0 V
0730	Andhaka	E5DA214-A	Lo	{-1}	(811-4)	[2176]	B	-	-	802	5	Im	K5 V K5 V K5 V
0732	Otakemayumi	A5B7964-D	Fl Hi In	{+5}	(98E+5)	[BE7F]	fEB	NS	-	814	8	Im	K0 V
0733	Buckmaster	B100735-B	Va Na Pi	{+2}	(868+2)	[696C]	DB	-	-	405	7	Im	M5 V
0734	Wakamatsu	DFB3203-4	Fl Lo	{-3}	(911+3)	[1133]	B	-	-	600	3	Im	F0 V G5 V
0735	Trubetskaya	E956400-5	Ni Pa	{-3}	(732+4)	[6123]	cB	-	-	704	8	Im	K0 V
0736	Subashiri	C100567-8	Va Ni	{-2}	(B42-2)	[83A5]	B	S	-	604	7	Im	M5 V M5 V M5 V
0737	Marcia	B5B6669-A	Fl Ni	{+1}	(B57+1)	[373C]	B	S	-	103	6	Im	M5 V
0740	Amorim	C984456-8	Ni Pa	{-2}	(734+0)	[3238]	cB	S	-	603	9	Im	F0 V
0802	Vicjen	A6B3889-B	Fl Ph	{+2}	(976-1)	[AA79]	eB	N	-	812	10	Im	A0 V
0805	Leizhou	A000864-C	As Va Ph Na Pi	{+2}	(D79+2)	[8A6A]	eDB	-	-	214	7	Im	M0 V
0806	Kumeta	CBB7516-6	Fl Ni	{-2}	(940+3)	[6368]	B	-	-	413	8	Im	G0 V
0809	Parsec	A5A6635-E	Fl Ni	{+1}	(857-4)	[974F]	B	-	-	402	8	Im	G0 V
0810	Fama	B2007A7-C	Va Na Pi	{+3}	(369+4)	[6A6A]	DB	NS	-	900	4	Im	A0 V w D
0811	Eva	B000852-F	As Va Ph Na Pi	{+2}	(978+5)	[5A3F]	eDB	S	-	614	6	Im	M5 V
0813	Schilowa	CBB3345-5	Fl Lo	{-2}	(B21+2)	[1145]	B	S	-	903	8	Im	G5 V
0814	Isonzo	A100A66-F	Va Hi Na In	{+5}	(E9D+4)	[BF3F]	fEB	NS	-	806	7	Im	M5 V
0815	Juba	B9A4965-8	Fl Hi In	{+2}	(C8B+4)	[BB5B]	EB	N	-	205	7	Im	M0 V
0816	Dimitrov	A20098B-B	Va Hi Na In	{+5}	(C8C-3)	[CE58]	fEB	NS	-	407	7	Im	w D
0817	Polybius	E9A0200-4	He Lo	{-3}	(711+3)	[2164]	B	-	-	903	8	Im	G5 V
0818	Kunimo	A410665-D	Ni Na	{+1}	(D56-1)	[873D]	B	-	-	302	6	Im	K0 V K5 V M5 V
0819	Yatskiv	C100642-8	Va Ni Na	{-2}	(B53-2)	[948A]	B	S	-	314	6	Im	M5 V
0824	Sansyu	C200300-8	Va Lo	{-2}	(B21-1)	[119C]	B	S	-	306	8	Im	w D
0829	Neirinck	E200352-8	Va Lo	{-3}	(E21-4)	[219C]	B	-	-	506	8	Im	K5 V
0830	Salem	C41047C-7	Ni	{-2}	(534+1)	[527A]	B	S	-	304	6	Im	M5 V
0838	Mcintyre	C8B8485-5	Fl Ni	{-2}	(C30-1)	[2245]	B	-	-	213	9	Im	F5 V
0839	Maximiliana	EEB8431-4	Fl Ni	{-3}	(730-2)	[9134]	B	-	-	204	8	Im	G5 V
0840	Kulin	C6A468B-5	Fl Ni	{-2}	(950+0)	[6426]	B	-	-	603	7	Im	M0 V
0904	Czechos	C200200-8	Va Lo	{-2}	(A11-4)	[11AC]	B	-	-	405	8	Im	M0 V
0905	Zhangzhou	C9B08BB-6	He Ph	{-1}	(574+0)	[9792]	eB	S	-	802	8	Im	G0 V
0913	Ostrovskij	EBB0000-0	He Ba	{-3}	(300+0)	[0000]	B	-	-	003	8	Im	G5 V
0918	Spinrad	A0008CF-F	As Va Ph Na Pi	{+2}	(D77+5)	[9A6F]	eDB	-	A	114	7	Im	M5 V
0919	Silhan	B2007A9-9	Va Na Pi	{+1}	(B6A-5)	[B855]	DB	-	-	708	8	Im	w D
0920	Garradd	E410144-8	Lo	{-3}	(C01-2)	[1116]	B	-	-	505	7	Im	M5 V
0921	Augustinus	C9A7764-7	Fl	{-1}	(265+2)	[7649]	B	S	-	104	7	Im	M0 V
0926	Shunning	BCB2684-B	Fl He Ni	{+1}	(954+1)	[576A]	B	-	-	604	8	Im	K5 V
0929	Riparia	E9A1304-5	Fl He Lo	{-3}	(721+3)	[4185]	B	-	-	602	9	Im	F5 V
0933	Assisneto	A100644-C	Va Ni Na	{+1}	(C55+2)	[972F]	B	-	-	813	7	Im	M0 V
0934	Tarkovskij	D200211-6	Va Lo	{-3}	(411+1)	[2132]	B	S	-	203	4	Im	w D w D
0937	Repsilon	C6A0569-7	He Ni	{-2}	(740+0)	[531B]	B	-	-	622	9	Im	F0 V
0939	Hidekazu	C6A0546-8	He Ni	{-2}	(840+4)	[4348]	B	-	-	403	9	Im	A5 V
1003	Goffin	C200531-B	Va Ni	{+0}	(F42+0)	[7557]	B	-	-	904	6	Im	M5 V
1005	Carnegia	C00089D-9	As Va Ph Na Pi	{+0}	(F7B-4)	[B88C]	eDB	-	-	914	6	Im	M5 V
1008	Cydonia	A3009AA-D	Va Hi Na In	{+4}	(788-5)	[8D6F]	fEB	N	-	704	7	Im	M0 V
1011	Chered	E8A7334-6	Fl Lo	{-3}	(621-5)	[3133]	B	-	-	613	8	Im	K0 V
1012	Gabreta	A6A5837-E	Fl Ph	{+2}	(A7A+1)	[8A7F]	eB	-	-	303	7	Im	K5 V
1014	Denisespirou	C100673-9	Va Ni Na	{-1}	(D53-3)	[5559]	B	-	-	705	6	Im	M5 V
1015	Vistula	C6A656A-A	Fl Ni	{+0}	(C46+0)	[256B]	B	-	-	805	7	Im	M5 V
1016	Ida	ECB7348-6	Fl Lo	{-3}	(921+5)	[1177]	B	-	-	613	8	Im	K0 V
1019	Eridian	B886664-7	Ga Ni Ag Ri	{+1}	(B54+0)	[976A]	CB	N	-	614	8	Im	K0 V
1020	Casarini	B7427CE-8	He Pi Po	{+0}	(E64-2)	[776A]	DB	-	A	904	8	Im	G5 V
1021	Assabu	BEB39A9-9	Fl Hi In	{+3}	(A89-4)	[CC38]	EB	-	-	603	9	Im	F0 V
1027	Welwyn Garden	CEB4568-5	Fl Ni Px	{-2}	(241-2)	[4327]	B	-	-	104	8	Im	K0 V
1028	Semenkovich	C756332-6	Ga Lo	{-2}	(A21+0)	[3187]	B	-	-	904	8	Im	K0 V
1033	Leningrad	C4A0473-6	He Ni	{-2}	(933+2)	[3286]	B	-	-	913	7	Im	M0 V
1035	Myslbek	E300110-5	Va Lo	{-3}	(501+4)	[1172]	B	-	-	708	8	Im	w D
1036	Saddlemyer	D667000-0	Ga Ba	{-3}	(400+2)	[0000]	B	S	-	005	7	Im	M5 V
1037	Zerin	C300522-8	Va Ni	{-2}	(D40+2)	[2376]	B	S	-	115	7	Im	M0 V
1038	Linear	A6A399B-E	Fl Hi In	{+4}	(889+2)	[8D3D]	fEB	-	-	615	8	Im	M0 V
1040	Merva	C67A523-B	Wa Ni	{+0}	(E46+5)	[258B]	B	S	-	812	8	Im	K0 V
1102	Tano	B410777-D	Na Pi	{+2}	(A69+0)	[599F]	DB	S	-	204	6	Im	M5 V
1103	Emans	C300467-9	Va Ni	{-1}	(A31+4)	[3384]	B	-	-	103	6	Im	M5 V
1107	Vanadis	E5A0301-5	He Lo	{-3}	(821+2)	[11A3]	B	-	-	813	8	Im	M0 V
1110	Ampleforth	D847453-5	Ni Pa	{-3}	(A33+0)	[9187]	cB	-	-	902	8	Im	G0 V
1111	Pikelner	A100785-F	Va Na Pi	{+2}	(B6D-2)	[B9AF]	DB	-	-	413	6	Im	M5 V
1112	Geflorsch	C100225-9	Va Lo	{-1}	(811+1)	[115B]	B	-	-	303	7	Im	M0 V
1113	Carroll	ABB1985-C	Fl He Hi In	{+4}	(F8B-1)	[AD5C]	fEB	-	-	805	8	Im	K0 V
1115	Hirokima	BCB48A7-7	Fl Ph	{+0}	(37B+0)	[7877]	eB	-	-	203	8	Im	K5 V
1118	Paula	C5B0201-A	He Lo	{+0}	(D11+5)	[124B]	B	S	-	803	4	Im	M5 V M5 V
1121	Sharaf	ACB2764-D	Fl He	{+2}	(B67+0)	[394A]	B	N	-	604	8	Im	K0 V
1127	Jarnevon	C200567-A	Va Ni	{+0}	(D44+1)	[458A]	B	-	-	713	8	Im	G0 V
1128	Stegosaurus	D100342-6	Va Lo	{-3}	(321-1)	[3197]	B	-	-	903	6	Im	M5 V
1129	Shenchu	B8B39C8-9	Fl Hi In	{+3}	(485-4)	[8C88]	EB	S	-	200	4	Im	G0 V w D
1130	Glenn	C100432-B	Va Ni	{+0}	(A32+1)	[746E]	B	-	-	501	3	Im	M5 V M5 V
1131	Jackschmitt	BCB29A8-C	Fl He Hi In	{+5}	(A89-1)	[CE6F]	fEB	NS	-	404	8	Im	K5 V
1136	Danyelle	C30079D-B	Va Na Pi	{+1}	(66A+0)	[5859]	DB	S	-	110	2	Im	K5 V M5 V
1201	Mccarthy	D200134-9	Va Lo	{-2}	(B01+0)	[118B]	B	S	-	502	8	Im	G0 V
1203	Kelvin	C100443-C	Va Ni	{+0}	(E32+4)	[141F]	B	-	-	804	6	Im	M5 V
1206	Kadota	C200445-9	Va Ni	{-1}	(C31+2)	[23AB]	B	S	-	905	6	Im	M5 V
1207	Kuzbass	CCB0387-9	He Lo	{-1}	(C21+0)	[7278]	B	-	-	103	8	Im	G0 V
1209	Mizugatsuka	D981311-3	Lo	{-3}	(921-1)	[1166]	B	-	-	702	8	Im	K0 V
1210	Plevitskaya	A1009CB-F	Va Hi Na In	{+4}	(789-4)	[8D1F]	fEB	N	-	702	4	Im	M5 V M5 V
1211	Makoto	B20068B-C	Va Ni Na	{+1}	(D53-1)	[672E]	B	N	-	604	8	Im	M0 V
1212	Hachinohe	ADB4889-D	Fl Ph	{+2}	(C7C-1)	[CA5F]	eB	-	-	404	8	Im	K0 V
1213	Hoshizawa	ABB29BF-E	Fl He Hi In	{+4}	(68C+0)	[BD6B]	fEB	-	A	612	8	Im	G5 V
1214	Achosyx	C100113-8	Va Lo	{-2}	(F01-4)	[615A]	B	-	-	106	8	Im	M0 V
1215	Paolotesi	A200666-C	Va Ni Na	{+2}	(F57-5)	[683F]	B	NS	-	107	7	Im	w D
1219	Sankichi	C00059C-B	As Va Ni	{+0}	(F41+5)	[558C]	B	-	-	215	7	Im	M5 V
1222	Evans	D6A0442-6	He Ni	{-3}	(730+3)	[5134]	B	S	-	303	8	Im	G5 V
1223	Coimbatore	C8B3300-B	Fl Lo	{+0}	(B21+0)	[3399]	B	S	-	202	8	Im	K0 V
1227	Dovgyj	D100323-7	Va Lo	{-3}	(521-1)	[51A7]	B	S	-	204	7	Im	M5 V
1228	Sila	D300332-5	Va Lo	{-3}	(421+1)	[3146]	B	S	-	400	2	Im	G5 V G5 V
1230	Lucubratio	C6B4405-A	Fl Ni	{+0}	(F32+3)	[845A]	B	-	-	514	7	Im	K5 V
1231	Gunn	C200521-9	Va Ni	{-1}	(A45+3)	[1419]	B	-	-	404	6	Im	M5 V
1236	Tynemouth	B300741-8	Va Na Pi	{+0}	(C64+0)	[A76C]	DB	N	-	404	6	Im	M5 V
1237	Bienor	C200542-A	Va Ni	{+0}	(B46-5)	[655E]	B	S	-	213	8	Im	G0 V
1238	Iwan	C978553-6	Ni Ag	{-1}	(742+4)	[1488]	CB	S	-	323	9	Im	F0 V
1301	Liberia	B100679-C	Va Ni Na	{+1}	(957-3)	[873B]	B	S	-	100	3	Im	M0 V M5 V
1302	Alechinsky	B100754-A	Va Na Pi	{+2}	(969+0)	[A998]	DB	N	-	604	7	Im	M0 V
1304	Tolkien	B0008AA-D	As Va Ph Na Pi	{+3}	(F7B+3)	[AB1D]	eDB	NS	-	315	7	Im	w D
1305	Crikey	A410686-A	Ni Na	{+2}	(554+4)	[685A]	B	NS	-	301	8	Im	G0 V
1306	Kozlov	C000543-B	As Va Ni	{+0}	(F43-2)	[657F]	B	S	-	714	7	Im	M0 V
1307	Chikujo	A983611-D	Ni Ri	{+2}	(A58+4)	[288F]	CB	-	-	805	8	Im	G0 V
1308	Muirhead	C5A06AE-5	He Ni	{-2}	(251+0)	[B412]	B	-	-	104	7	Im	M0 V
1309	Svetochka	C200541-8	Va Ni	{-2}	(F42+0)	[9346]	B	S	-	208	8	Im	w D
1311	Shlon	C8A1442-7	Fl He Ni	{-2}	(730-1)	[523A]	B	S	-	203	8	Im	K0 V
1312	Tianchi	A1007AA-D	Va Na Pi	{+2}	(E6A-1)	[492D]	DB	N	-	504	6	Im	M5 V
1315	Harunaga	E100232-6	Va Lo	{-3}	(B11-2)	[4164]	B	-	-	305	7	Im	M0 V
1317	Vampilov	C100542-9	Va Ni	{-1}	(B43+1)	[6458]	B	S	-	513	6	Im	M5 V
1318	Shashlov	C200444-8	Va Ni	{-2}	(B32+4)	[5256]	B	S	-	206	7	Im	M5 V
1319	Andronov	B1006BE-B	Va Ni Na	{+1}	(F53+2)	[4739]	B	N	-	115	8	Im	K5 V
1320	Seanwahl	C000330-8	As Va Lo	{-2}	(921+4)	[316C]	B	S	-	813	9	Im	G0 V
1321	Geraldina	C100354-B	Va Lo	{+0}	(F21+5)	[535C]	B	-	-	104	7	Im	M0 V
1322	Houston	D6BA567-9	Fl Ni	{-2}	(641+0)	[3317]	B	-	-	603	8	Im	K0 V
