Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W	
1036	Ararat	CDB2577-9	-	Fl Ni Px	-	310	Im	K0 V M5 V	{-1}	(744-3)	[A42C]	B	3	
1039	Wallace	A200987-D	-	Va Hi Na In	-	806	Im	M5 V	{+4}	(A8C+4)	[8D5B]	fEB	6	
1103	Kanda	D300310-5	-	Va Lo	-	506	Im	M5 V	{-3}	(B21+0)	[7166]	B	7	
1104	Goteborg	C100465-9	S	Va Ni	-	903	Im	M5 V	{-1}	(B32-1)	[5328]	B	6	
1105	Alefranz	D693310-7	S	Lo	-	701	Im	K0 V M5 V	{-3}	(721+2)	[6175]	B	5	
1106	Kamel	B000655-E	S	As Va Ni Na	-	513	Im	M0 V	{+1}	(E56+3)	[475F]	B	8	
1107	Schlottmann	C897566-5	S	Ni Ag	-	703	Im	F5 V	{-1}	(745-2)	[7455]	CB	9	
1113	Nakashima	C6A2320-A	-	Fl He Lo	-	604	Im	K5 V	{+0}	(C21+3)	[533E]	B	8	
1117	Goff	E9A8221-4	-	Fl Lo	-	515	Im	M0 V	{-3}	(711+1)	[7162]	B	7	
1118	van Dishoeck	C6A5640-7	S	Fl Ni	-	305	Im	M0 V	{-2}	(650-4)	[A479]	B	8	
1121	Ombey	D8A2357-6	S	Fl He Lo Px	-	312	Im	A0 V	{-3}	(821+1)	[5136]	B	10	
1122	Diesel	B300630-B	S	Va Ni Na	-	610	Im	M0 V M5 V	{+1}	(B57+0)	[973C]	B	3	
1123	Fabbri	A6B7CAE-C	-	Fl Hi In	-	903	Im	G0 V	{+4}	(DBB+1)	[FF38]	fEB	8	
1124	Baltuck	C69A466-6	-	Wa Ni	-	904	Im	K5 V	{-2}	(532+1)	[2279]	B	8	
1125	Vanlindt	A1007BB-F	-	Va Na Pi	-	305	Im	M5 V	{+2}	(A69+4)	[497F]	DB	7	
1128	Scoon	C6A2401-7	-	Fl He Ni	-	002	Im	M5 V M5 V	{-2}	(934+2)	[8236]	B	4	
1134	Seitter	C200654-C	S	Va Ni Na	-	701	Im	M0 V M5 V	{+0}	(B56+0)	[362D]	B	4	
1135	Enver	D100158-9	S	Va Lo	-	003	Im	M0 V	{-2}	(801+1)	[1169]	B	7	
1136	Ruckers	C300330-7	-	Va Lo	-	304	Im	M0 V	{-2}	(721-3)	[1146]	B	8	
1204	Terbruggen	D100545-5	-	Va Ni	-	704	Im	M5 V	{-3}	(A40-2)	[8267]	B	6	
1206	Jarre	D9A2412-7	-	Fl He Ni	-	214	Im	M0 V	{-3}	(833+1)	[2165]	B	7	
1211	Enterprise	C000546-9	-	As Va Ni	-	014	Im	M5 V	{-1}	(842-3)	[8418]	B	6	
1212	Gubbio	C410558-8	S	Ni	-	114	Im	M0 V	{-2}	(A40-4)	[335D]	B	7	
1215	Julabeth	C7A7442-A	S	Fl Ni	-	303	Im	K0 V	{+0}	(A35-2)	[5498]	B	8	
1219	Protogeneia	CEB7100-A	-	Fl Lo	-	422	Im	F0 V	{+0}	(D01-3)	[1188]	B	9	
1220	Nuneaton	E300205-6	-	Va Lo	-	110	Im	F5 V w D	{-3}	(611+2)	[116A]	B	5	
1221	Gillingham	C7A6656-6	-	Fl Ni	-	202	Im	K5 V	{-2}	(750-3)	[54A7]	B	7	
1223	Salonta	C200454-C	-	Va Ni	-	906	Im	w D	{+0}	(F32-2)	[442F]	B	7	
1224	Celastrus	C8B6536-7	-	Fl Ni	-	413	Im	F5 V	{-2}	(641-2)	[432C]	B	9	
1226	Khandrika	B410799-8	-	Na Pi	-	313	Im	M5 V	{+0}	(762+0)	[3767]	DB	6	
1227	Lichtenberg	X410000-0	-	Ba	R	003	Im	M0 V	{-3}	(700+3)	[0000]	B	8	
1233	Martelli	E200201-8	-	Va Lo	-	715	Im	M0 V	{-3}	(B11-1)	[216C]	B	8	
1234	Bangsgaard	D9A4423-7	S	Fl Ni	-	500	Im	K0 V M5 V	{-3}	(430+2)	[414A]	B	3	
1235	Arikahiguchi	D000356-A	S	As Va Lo	-	915	Im	M0 V	{-1}	(E21+1)	[326B]	B	7	
1236	Elie	CAB6533-A	-	Fl Ni	-	403	Im	G0 V	{+0}	(A43-1)	[753D]	B	8	
1239	Stucky	A6A3799-9	-	Fl	-	713	Im	G0 V	{+1}	(B6A+3)	[8849]	B	8	
1301	Lagrangea	C4A0455-9	-	He Ni	-	406	Im	w D	{-1}	(A33+2)	[535B]	B	7	
1302	Tsengi	C410438-B	-	Ni	-	503	Im	M0 V	{+0}	(936+1)	[645B]	B	7	
1303	Chang'E	C785342-9	-	Ga Lo	-	903	Im	G5 V	{-1}	(B21+2)	[5268]	B	8	
1305	Sicheng	D300210-9	S	Va Lo	-	104	Im	M5 V M5 V	{-2}	(911+2)	[1158]	B	5	
1308	Oriads	B887798-7	S	Ga Ag Ri	-	804	Im	G0 V	{+2}	(269+1)	[8968]	CB	8	
1311	Justitia	B10088B-9	-	Va Ph Na Pi	-	904	Im	M0 V	{+1}	(F77-2)	[796D]	eDB	7	
1314	Greta	C200520-6	-	Va Ni	-	006	Im	M5 V	{-2}	(543+0)	[8376]	B	6	
1316	Lilith	E200300-A	-	Va Lo	-	305	Im	M0 V	{-1}	(A21-1)	[228D]	B	8	
1318	Durrell	B300655-D	S	Va Ni Na	-	503	Im	M5 V	{+1}	(B55+2)	[675A]	B	6	
1321	Mikecombi	D200565-9	-	Va Ni	-	105	Im	w D	{-2}	(F44+0)	[3367]	B	8	
1323	Octagon	C200200-8	-	Va Lo	-	503	Im	K0 V	{-2}	(F11+1)	[1173]	B	8	
1326	Gassan	C200502-8	S	Va Ni	-	608	Im	w D	{-2}	(F42+4)	[7355]	B	8	
1329	Seppina	B6A6975-D	S	Fl Hi In	-	304	Im	K5 V	{+4}	(B88+0)	[9D5B]	fEB	8	
1330	Bifuka	C200320-6	S	Va Lo	-	214	Im	M0 V	{-2}	(821+3)	[1184]	B	8	
1332	Procans	D200454-A	-	Va Ni	-	007	Im	w D	{-1}	(F30+1)	[432A]	B	7	
1337	Kalinga	A100666-B	-	Va Ni Na	-	615	Im	M0 V	{+1}	(A57+0)	[4729]	B	8	
1339	Banzan	A000876-C	-	As Va Ph Na Pi	-	915	Im	K5 V	{+2}	(E7B+0)	[3A8A]	eDB	8	
1340	Shuoping	EFB0247-3	-	Lo	-	504	Im	G5 V	{-3}	(911+0)	[3152]	B	8	
1402	Ontario	A410698-A	N	Ni Na	-	203	Im	G0 V	{+1}	(A53+2)	[7778]	B	8	
1403	Luxun	B2008A8-A	S	Va Ph Na Pi	-	504	Im	M0 V	{+2}	(77A-5)	[BA8D]	eDB	7	
1405	Lapko	CBB1310-5	-	Fl He Lo	-	500	Im	G0 V M5 V	{-2}	(821-2)	[3194]	B	2	
1409	Fleming	C200300-7	-	Va Lo	-	716	Im	w D	{-2}	(621-4)	[1176]	B	8	
1411	Liaoning	D983454-5	-	Ni	-	400	Im	F5 V F5 V	{-3}	(432+1)	[6177]	B	4	
1413	Papy	C000547-7	-	As Va Ni	-	515	Im	M0 V	{-2}	(741+2)	[5328]	B	7	
1417	Fujita	C100416-B	-	Va Ni	-	504	Im	M5 V	{+0}	(F32+0)	[144A]	B	6	
1418	Caninquinn	CAB3559-8	S	Fl Ni Px	-	104	Im	K0 V	{-2}	(E41-3)	[736A]	B	8	
1424	Wessel	C100446-A	S	Va Ni	-	505	Im	K5 V	{+0}	(E34-3)	[948F]	B	8	
1426	Mendillo	B100620-9	-	Va Ni Na	-	202	Im	M0 V M5 V	{+0}	(B55+5)	[265A]	B	4	
1427	Yurkanin	C200310-B	-	Va Lo	-	407	Im	w D	{+0}	(D21+1)	[435A]	B	8	
1430	Zhen'an	D410223-8	S	Lo	-	505	Im	M0 V	{-3}	(C11+0)	[712C]	B	7	
1432	Neugent	A9A7DB8-D	N	Fl Hi In	-	304	Im	G5 V	{+4}	(CC8-4)	[9F7F]	fEB	8	
1436	Klyuchevskij	C200554-7	S	Va Ni	-	700	Im	M0 V M5 V	{-2}	(842-4)	[136A]	B	3	
1439	Fort Lauderdale	E100453-9	-	Va Ni	-	204	Im	M5 V	{-2}	(A34+0)	[121A]	B	6	
1502	Fujiiekio	E7A4000-0	-	Fl Ba	-	012	Im	K5 V	{-3}	(B00+1)	[0000]	B	7	
1507	Brockhaus	A0008AA-E	NS	As Va Ph Na Pi	-	613	Im	G0 V	{+3}	(B77-1)	[6B2F]	eDB	9	
1511	Thiruvananthapuram	B000677-C	S	As Va Ni Na	-	714	Im	M5 V	{+1}	(F52+4)	[474D]	B	6	
1513	Minamiaizu	C200301-8	-	Va Lo	-	604	Im	K0 V	{-2}	(A21+2)	[2116]	B	8	
1514	Kojiro	CEB3588-A	-	Fl Ni Px	-	403	Im	K0 V	{+0}	(A45-1)	[551E]	B	8	
1517	Tante Riek	C8A5446-A	S	Fl Ni Px	-	613	Im	G0 V	{+0}	(B35-3)	[848C]	B	9	
1518	Ruhmkorff	C200776-A	S	Va Na Pi	-	006	Im	M5 V	{+1}	(969+0)	[886B]	DB	7	
1520	Geraldina	B100666-D	NS	Va Ni Na	-	105	Im	M5 V	{+2}	(B55+2)	[688E]	B	7	
1521	Eden Perseus	C300552-B	-	Va Ni	-	004	Im	M5 V	{+0}	(E41+1)	[755B]	B	6	
1524	Kandakure	A8B0763-D	-	He	-	402	Im	F5 V	{+2}	(76C-1)	[997D]	B	9	
1525	Vasishtha	A1009DD-F	N	Va Hi Na In	A	813	Im	K0 V	{+4}	(98C+0)	[6D6F]	fEB	8	
1526	Kalbaugh	E8B6300-7	-	Fl Lo	-	404	Im	M0 V	{-3}	(A21-3)	[413A]	B	7	
1534	Moravia	A100836-E	-	Va Ph Na Pi	-	405	Im	M5 V	{+2}	(C7B+2)	[9A9D]	eDB	7	
1539	Vecernicek	B7A1877-B	-	Fl He Ph	-	704	Im	M0 V	{+2}	(77A+0)	[6A8B]	eB	7	
1605	Dagmar	C6A9303-C	-	Fl Lo	-	605	Im	M0 V	{+0}	(B21+0)	[433D]	B	8	
1606	Salzburg	CCB7330-6	-	Fl Lo	-	605	Im	G0 V	{-2}	(721+1)	[1195]	B	8	
1608	Moyano	C200401-A	-	Va Ni	-	614	Im	M0 V	{+0}	(E36+5)	[943B]	B	7	
1611	Riverside	C100423-A	-	Va Ni	-	304	Im	M5 V	{+0}	(B36-2)	[6469]	B	6	
1614	Tarski	C100425-9	S	Va Ni	-	514	Im	M0 V	{-1}	(935+0)	[236B]	B	8	
1626	Charleston	CDB5442-7	S	Fl Ni	-	812	Im	K0 V	{-2}	(830-2)	[2288]	B	8	
1628	Chacos	B87A8AA-C	-	Wa Ph Pi	-	504	Im	K0 V	{+2}	(A79+2)	[AA9B]	eDB	8	
