Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W	
0310	Matsushima	C100422-B	-	Va Ni	-	214	Im	M0 V	{+0}	(F32+1)	[745B]	B	8	
0313	Urras	C410216-9	-	Lo	-	312	Im	G5 V	{-1}	(811+0)	[11AC]	B	8	
0314	Sundaresh	B4107BF-D	S	Na Pi	A	310	Im	K5 V M5 V	{+2}	(B6A-1)	[697A]	DB	4	
0315	Minerva	A685646-A	-	Ga Ni Ag Ri	-	300	Im	F5 V M5 V	{+3}	(855+4)	[8969]	CB	5	
0324	Heimdal	C6A2556-6	-	Fl He Ni Px	-	005	Im	M5 V	{-2}	(540+1)	[3369]	B	7	
0325	Heyler	EFB3414-7	-	Fl Ni	-	713	Im	K5 V	{-3}	(A30+1)	[8177]	B	8	
0327	Megmoulding	AFB0745-A	N		-	203	Im	K0 V	{+2}	(868+3)	[A937]	B	8	
0335	Bejnood	E100446-9	-	Va Ni	-	402	Im	M5 V M5 V	{-2}	(B30+0)	[6239]	B	4	
0406	Rohit	CCB2430-9	S	Fl He Ni	-	503	Im	K0 V	{-1}	(E33-2)	[5346]	B	8	
0411	Zanotta	D6B4310-3	S	Fl Lo	-	715	Im	M5 V	{-3}	(321-1)	[3151]	B	7	
0418	Kiek	C6B9522-7	S	Fl Ni	-	203	Im	M0 V	{-2}	(344-1)	[633B]	B	7	
0421	Uvira	ACB3998-E	-	Fl Hi In	-	203	Im	K0 V	{+4}	(58C-1)	[9D4C]	fEB	8	
0430	Gonzales	C6A6720-9	-	Fl	-	200	Im	G0 V M5 V	{+0}	(B67+1)	[8776]	B	5	
0431	Sue	C000532-A	S	As Va Ni	-	500	Im	M0 V w D	{+0}	(641+4)	[35A7]	B	3	
0433	Aconcagua	C100546-8	S	Va Ni	-	605	Im	M0 V	{-2}	(F40+0)	[331A]	B	8	
0437	Burdigala	B200657-D	N	Va Ni Na	-	206	Im	M0 V	{+1}	(B52+1)	[976B]	B	7	
0440	Stefanwul	C6A6440-9	-	Fl Ni	-	614	Im	M0 V	{-1}	(D35-4)	[538C]	B	7	
0501	Loum	A8B39AA-F	N	Fl Hi In	-	300	Im	K5 V K5 V	{+4}	(A8D-2)	[5D5F]	fEB	4	
0508	Shunde	C5A0000-0	S	He Ba	-	003	Im	M0 V M5 V	{-2}	(700+4)	[0000]	B	5	
0511	Hokule'A	C100444-B	S	Va Ni	-	900	Im	M5 V M5 V	{+0}	(B36-3)	[543D]	B	3	
0521	Kagesuke	B200655-C	-	Va Ni Na	-	008	Im	w D	{+1}	(B54+1)	[A78C]	B	8	
0522	Tomoyama	A7A2668-A	-	Fl He Ni Px	-	203	Im	F5 V	{+1}	(953-2)	[676B]	B	9	
0534	Hayamizu	A5B488B-E	-	Fl Ph	-	714	Im	K5 V	{+2}	(77A+0)	[6A4C]	eB	8	
0535	Jahreiss	C100586-7	S	Va Ni	-	406	Im	M0 V	{-2}	(744+3)	[4319]	B	8	
0537	Kallavesi	B410673-B	N	Ni Na	-	604	Im	M0 V	{+1}	(956+0)	[579B]	B	7	
0538	Grillparzer	A200845-E	-	Va Ph Na Pi	-	305	Im	M0 V	{+2}	(978+3)	[4A9B]	eDB	7	
0607	Rentaro	C100434-8	S	Va Ni	-	504	Im	M0 V	{-2}	(833+0)	[621A]	B	8	
0608	Kruchynenko	B95379D-B	-	Po	-	813	Im	F0 V	{+2}	(D67+0)	[B96F]	B	9	
0609	Irene	C6A1573-6	-	Fl He Ni	-	200	Im	K0 V M5 V	{-2}	(744+2)	[5313]	B	4	
0615	Jorvik	B76A632-B	S	Wa Ni Ri	-	404	Im	K5 V	{+2}	(D57+2)	[389D]	CB	8	
0616	Purifoy	C000222-9	-	As Va Lo	-	115	Im	w D	{-1}	(D11-5)	[411B]	B	7	
0618	Avon	A000889-F	N	As Va Ph Na Pi	-	815	Im	M5 V	{+2}	(A75-1)	[BA5F]	eDB	6	
0620	Hagino	C769432-7	-	Ni	-	414	Im	K0 V	{-2}	(230+2)	[7238]	B	8	
0623	Garstang	A7A67A9-9	NS	Fl	-	403	Im	M0 V	{+2}	(C68-3)	[4926]	B	7	
0626	Wurm	C100110-9	-	Va Lo	-	301	Im	M0 V M5 V	{-1}	(601+3)	[111C]	B	3	
0634	Nanyang	C5A3963-A	S	Fl Hi In	-	004	Im	G0 V	{+3}	(C89+0)	[8C5E]	EB	8	
0636	Wanda	B200766-A	-	Va Na Pi	-	105	Im	M0 V	{+2}	(D6B-2)	[995D]	DB	7	
0639	Erewhon	C300256-8	-	Va Lo	-	205	Im	K5 V	{-2}	(811-4)	[7177]	B	8	
0701	Otthild	CCB1434-9	S	Fl He Ni	-	503	Im	G5 V	{-1}	(830+4)	[432C]	B	8	
0702	Bendjoya	C000410-A	-	As Va Ni	-	315	Im	M0 V	{+0}	(A31+4)	[147F]	B	8	
0703	Poole	EAB1110-3	-	Fl He Lo	-	403	Im	F0 V	{-3}	(801-1)	[4113]	B	9	
0705	Desagneauxa	B4106A7-B	N	Ni Na	-	004	Im	K5 V	{+1}	(C53+1)	[776B]	B	7	
0709	Ursula	A864965-9	-	Hi Pr	-	300	Im	K0 V K5 V	{+2}	(78A-1)	[DB6B]	EcB	3	
0711	Polly	CAB2553-7	S	Fl He Ni	-	912	Im	F0 V	{-2}	(642-2)	[3374]	B	9	
0714	Baetsle	ABB19A8-E	-	Fl He Hi In	-	103	Im	K5 V	{+4}	(B86+0)	[8D4B]	fEB	8	
0721	Taptrix	C5B3675-7	-	Fl Ni	-	204	Im	M0 V	{-2}	(450+0)	[5496]	B	7	
0725	Pounds	C9A5223-9	-	Fl Lo	-	705	Im	M5 V	{-1}	(B11+0)	[315B]	B	7	
0728	Ech Chettia	C5A0554-B	S	He Ni	-	303	Im	G0 V	{+0}	(A45-2)	[551D]	B	8	
0729	Kiuchi	C6A6525-5	S	Fl Ni	-	910	Im	G0 III M5 III	{-2}	(440+5)	[9328]	B	4	
0733	Obelix	C5A126B-7	S	Fl He Lo	-	600	Im	K5 V K5 V	{-2}	(811+0)	[1138]	B	4	
0737	Bath	C969467-9	S	Ni	-	313	Im	G5 V	{-1}	(A34-2)	[133A]	B	8	
0738	Shin'Onsen	C5B2558-7	-	Fl He Ni Px	-	902	Im	K5 V	{-2}	(843+0)	[1366]	B	7	
0801	Encke	C000576-9	-	As Va Ni	-	213	Im	K5 V	{-1}	(940-5)	[5439]	B	8	
0802	Kaokuen	B867740-B	S	Ga Ag Ri	-	611	Im	F0 V	{+4}	(869+1)	[5B47]	fCB	9	
0807	Eulenspiegel	A100785-D	NS	Va Na Pi	-	805	Im	M0 V	{+3}	(B69-1)	[5A5E]	DB	8	
0808	Balakirev	D300442-7	S	Va Ni	-	505	Im	M0 V	{-3}	(530-1)	[8153]	B	8	
0809	Fremantle	B881766-B	-	Ri	-	400	Im	G5 V w D	{+3}	(66E-3)	[BA1C]	CB	3	
0812	Melpomene	A4A19D8-C	NS	Fl He Hi In	-	204	Im	M0 V	{+5}	(C8B-2)	[BE3C]	fEB	7	
0815	Aga	C100437-9	-	Va Ni	-	506	Im	K5 V	{-1}	(D33-2)	[1368]	B	8	
0816	Minoruoda	E100110-5	-	Va Lo	-	506	Im	K5 V	{-3}	(801+2)	[1153]	B	8	
0817	Pujol	A2008AA-E	-	Va Ph Na Pi	-	204	Im	M5 V	{+2}	(C75+0)	[BA9C]	eDB	6	
0818	Polina	D300200-6	-	Va Lo	-	103	Im	K5 V	{-3}	(911+1)	[1155]	B	8	
0819	Saint Paul	B41086B-8	N	Ph Na Pi	-	701	Im	M0 V M5 V	{+0}	(B74+3)	[3856]	eDB	4	
0820	Crick	B843878-A	-	Ph Pi Po	-	113	Im	F5 V	{+2}	(E79+3)	[9A26]	eDB	9	
0821	Glauke	C100626-C	S	Va Ni Na	-	003	Im	M5 V	{+0}	(C54-1)	[669D]	B	6	
0823	Shlon	D9A1354-5	-	Fl He Lo	-	913	Im	K5 V	{-3}	(621+0)	[2167]	B	7	
0826	Taiping	BCB4652-D	NS	Fl Ni	-	804	Im	G5 V	{+2}	(B54+5)	[888E]	B	8	
0828	Libby	B4A379C-B	-	Fl	-	106	Im	M5 V	{+2}	(A67-1)	[792B]	B	7	
0832	Wildcat	D200459-6	S	Va Ni	-	005	Im	M0 V	{-3}	(930+2)	[3144]	B	7	
0834	Runrun	CFB4547-5	S	Fl Ni Px	-	002	Im	G5 V	{-2}	(742-2)	[7317]	B	8	
0840	Luoyang	C6A4324-7	-	Fl Lo	-	413	Im	G0 V	{-2}	(621+0)	[1137]	B	8	
0901	Prisma	C100456-9	S	Va Ni	-	213	Im	M0 V	{-1}	(735+4)	[6389]	B	7	
0905	Hevelius	A8A76AC-A	N	Fl Ni	-	404	Im	M0 V	{+1}	(957+2)	[671A]	B	7	
0907	Syang	D866573-4	S	Ga Ni Ag Pr	-	501	Im	K5 V M5 V	{-2}	(944+1)	[9349]	CcB	5	
0909	Bogie	A000894-B	S	As Va Ph Na Pi	-	212	Im	M0 V M5 V	{+2}	(A78+1)	[8A67]	eDB	5	
0919	Medusa	C5A668A-8	-	Fl Ni	-	704	Im	M5 V	{-2}	(F51-1)	[A43B]	B	6	
0920	Stifter	E8A5411-5	-	Fl Ni	-	723	Im	F5 V	{-3}	(630+4)	[1196]	B	9	
0921	Veratar	B41068A-C	-	Ni Na	-	305	Im	M0 V	{+1}	(753-1)	[977E]	B	8	
0922	Kudogou	B7479C7-8	S	Hi In	-	503	Im	K0 V	{+2}	(585-4)	[9B76]	EB	8	
0924	Simpkins	C6A6458-7	-	Fl Ni	-	511	Im	M5 V w D w D	{-2}	(C30-4)	[7252]	B	6	
0928	Manzano	C653587-5	-	Ni Po	-	204	Im	G5 V	{-2}	(740+3)	[7326]	B	8	
0935	Floris	B2009CB-A	N	Va Hi Na In	-	704	Im	w D w D	{+4}	(F8B+4)	[BD67]	fEB	4	
0938	Astaf'Ev	B8C2776-8	-	Fl He	-	413	Im	F0 V	{+0}	(963+1)	[776A]	B	9	
1003	Akenside	A100974-D	-	Va Hi Na In	-	005	Im	M0 V	{+4}	(A8A-1)	[BD1F]	fEB	7	
1006	Monitoma	D100245-A	S	Va Lo	-	604	Im	M5 V	{-1}	(911-2)	[116A]	B	6	
1010	Ocasio	C5A4200-7	S	Fl Lo	-	003	Im	F5 V	{-2}	(911+2)	[1179]	B	9	
1013	Molidarus	C6A9512-8	-	Fl Ni	-	214	Im	M0 V	{-2}	(940+0)	[43A6]	B	7	
1014	Sawa	A5A88B9-C	NS	Fl Ph	-	303	Im	F0 V	{+3}	(C7E+5)	[5B7D]	eB	9	
1019	Yoshitomi	C300523-8	S	Va Ni	-	803	Im	M0 V	{-2}	(840-2)	[5355]	B	7	
1023	Mymeshkov	C300666-9	S	Va Ni Na	-	802	Im	M0 V M5 V	{-1}	(C50-4)	[3556]	B	4	
1025	Bogoslovskij	B0008CE-B	-	As Va Ph Na Pi	A	713	Im	K5 V	{+2}	(B7A+1)	[BA18]	eDB	8	
1027	Stanchiang	E000000-0	-	As Va Ba	-	022	Im	F0 V	{-3}	(400-1)	[0000]	B	9	
1028	Maslov	D000537-8	S	As Va Ni	-	224	Im	G5 V	{-3}	(C40-1)	[2253]	B	8	
1029	Isolda	E200246-6	-	Va Lo	-	904	Im	K5 V	{-3}	(511-1)	[1165]	B	7	
1033	Berith	D200486-6	-	Va Ni	-	508	Im	w D	{-3}	(632-3)	[7155]	B	8	
1034	Gounelle	C6A6267-A	-	Fl Lo	-	623	Im	F5 V	{+0}	(F11+0)	[3218]	B	9	
1039	Grishanin	C100353-A	-	Va Lo	-	100	Im	G0 V G5 V	{+0}	(621+2)	[135B]	B	4	
1040	Nauheima	C5B0440-9	-	He Ni	-	310	Im	K5 V w D	{-1}	(734+3)	[9338]	B	4	
1105	Brazelton	C300343-A	-	Va Lo	-	903	Im	w D w D	{+0}	(D21+2)	[235B]	B	4	
1108	Niknesterov	C410546-8	S	Ni	-	404	Im	M0 V	{-2}	(B42-1)	[337D]	B	7	
1111	Invernizzi	C867103-7	-	Ga Lo	-	603	Im	K0 V	{-2}	(A01+0)	[4157]	B	8	
1113	Euripides	A1009EF-F	N	Va Hi Na In	A	314	Im	M5 V	{+4}	(F87-3)	[BD9F]	fEB	7	
1114	Marov	CCB5400-9	S	Fl Ni	-	910	Im	M0 III	{-1}	(534+4)	[4334]	B	8	
1118	Gabes	C100442-9	S	Va Ni	-	804	Im	M5 V	{-1}	(C33+1)	[4389]	B	6	
1119	Kangding	A7A0612-E	N	He Ni	-	403	Im	G5 V	{+1}	(757-2)	[472C]	B	8	
1120	Deneb	B2008B9-B	-	Va Ph Na Pi	-	207	Im	w D	{+2}	(F7A+1)	[9A3B]	eDB	7	
1126	Saurodonati	C100575-9	-	Va Ni	-	706	Im	M0 V	{-1}	(D40+1)	[1457]	B	8	
1132	Wisniowiecki	C8A4421-A	S	Fl Ni	-	813	Im	G5 V	{+0}	(E33-1)	[145B]	B	8	
1135	Bonk	D5A8678-3	S	Fl Ni	-	713	Im	G0 V	{-3}	(A50+1)	[6321]	B	8	
1136	Tesla	DBB2577-6	S	Fl He Ni Px	-	424	Im	K5 V	{-3}	(A41+4)	[4255]	B	8	
1137	Danboice	CCB4665-7	-	Fl Ni	-	013	Im	G5 V	{-2}	(851+0)	[6463]	B	8	
1201	Yeomans	C9A248A-9	-	Fl He Ni	-	314	Im	F0 V	{-1}	(C30-2)	[3379]	B	9	
1209	Reman	A5B8766-D	-	Fl	-	504	Im	K0 V	{+2}	(B6A+4)	[599D]	B	8	
1211	Kamen	C410448-9	S	Ni	-	703	Im	M0 V	{-1}	(C31+1)	[237C]	B	7	
1212	Thygesen	E100241-5	-	Va Lo	-	005	Im	M0 V	{-3}	(411+2)	[6164]	B	7	
1213	Alva	C5A5561-A	-	Fl Ni	-	215	Im	M0 V	{+0}	(C42-4)	[855B]	B	8	
1218	Takumi	E9B6440-3	-	Fl Ni	-	804	Im	M5 V	{-3}	(730-1)	[1183]	B	6	
1221	Kaseda	C4105AD-7	-	Ni	-	000	Im	F0 V F5 V	{-2}	(B43-3)	[2323]	B	3	
1223	Moa	D300323-9	-	Va Lo	-	105	Im	K0 V	{-2}	(C21-2)	[21AC]	B	8	
1225	Compassion	C6A0525-A	-	He Ni	-	312	Im	A5 V	{+0}	(A46+0)	[A51B]	B	9	
1232	Dangreen	B9A5676-B	N	Fl Ni Px	-	604	Im	M0 V	{+1}	(B57+0)	[973B]	B	7	
1234	Overbeek	A78289B-8	-	Ph Ri	-	004	Im	G0 V	{+1}	(C79+2)	[5914]	eCB	8	
1301	Van Herk	C20068D-6	S	Va Ni Na	-	507	Im	w D	{-2}	(653+3)	[6448]	B	7	
1302	Lavrov	E7A436A-5	-	Fl Lo	-	404	Im	K5 V	{-3}	(821+2)	[5151]	B	8	
1309	Minor	A10067A-E	N	Va Ni Na	-	505	Im	M5 V	{+1}	(953+4)	[876D]	B	6	
1312	Piironen	E6B5243-7	-	Fl Lo	-	702	Im	G0 V	{-3}	(811+5)	[21A8]	B	8	
1316	Babinkova	C300326-9	-	Va Lo	-	713	Im	K5 V	{-1}	(F21-1)	[3237]	B	7	
1325	Galvani	C300465-8	S	Va Ni	-	904	Im	K5 V	{-2}	(B30-2)	[5257]	B	8	
1326	Norricum	C200378-B	S	Va Lo	-	407	Im	M0 V	{+0}	(A21-3)	[1338]	B	8	
1328	Saint-Hyacinthe	C8A3424-9	S	Fl Ni	-	322	Im	F0 V	{-1}	(C30+4)	[433A]	B	9	
1329	Van Doren	C6A3723-9	-	Fl	-	202	Im	K0 V	{+0}	(B64+1)	[A728]	B	8	
1331	Sarkisov	A200899-A	-	Va Ph Na Pi	-	007	Im	w D	{+2}	(E77-2)	[CA3B]	eDB	7	
1335	Shana	C100320-8	-	Va Lo	-	604	Im	M5 V	{-2}	(C21-1)	[1148]	B	6	
1405	Stevens	C410456-A	S	Ni	-	604	Im	K5 V	{+0}	(B31+0)	[7497]	B	8	
1408	Astrali	B993889-9	-	Ph Pi	-	202	Im	F0 V	{+1}	(87D+2)	[994B]	eDB	9	
1411	Luminet	BCB4624-A	-	Fl Ni	-	414	Im	K5 V	{+1}	(F55-3)	[772C]	B	8	
1414	Jarac	D4B3598-4	-	Fl Ni Px	-	606	Im	w D	{-3}	(C40+1)	[1241]	B	7	
1418	Tsuneyoshi	C300420-A	-	Va Ni	-	304	Im	M5 V	{+0}	(C35-4)	[743C]	B	6	
1419	Bogantes	B9D169A-8	-	Ni	-	700	Im	A0 V A5 V	{-1}	(754-1)	[4595]	B	3	
1423	Artin	B100673-9	-	Va Ni Na	-	604	Im	M5 V	{+0}	(C53-1)	[364A]	B	6	
1425	Petzval	A20088A-A	S	Va Ph Na Pi	-	704	Im	M0 V	{+2}	(C7A+2)	[5A89]	eDB	7	
1431	Grotecloss	C200779-B	-	Va Na Pi	-	014	Im	K5 V	{+1}	(D64-5)	[C868]	DB	8	
1432	Sartre	C6A0530-5	S	He Ni	-	700	Im	G5 V M5 V	{-2}	(B40-1)	[9381]	B	4	
1433	Sarapul	D100247-6	-	Va Lo	-	006	Im	M5 V	{-3}	(711+0)	[31A6]	B	7	
1434	Rapa	BCB7898-7	NS	Fl Ph	-	904	Im	K0 V	{+1}	(C7D-2)	[997A]	eB	8	
1437	Saint-Jean	A5B06AA-C	-	He Ni	-	900	Im	w D w D	{+1}	(653-2)	[879F]	B	2	
1438	Bury	A9A0865-9	-	He Ph	-	612	Im	K0 V	{+1}	(97B-3)	[796A]	eB	8	
1506	Peterborough	A8A49AD-E	S	Fl Hi In	-	112	Im	G5 V	{+4}	(C8D+0)	[7DAE]	fEB	8	
1509	Widnes	C200597-7	-	Va Ni	-	405	Im	K5 V	{-2}	(640+3)	[7377]	B	8	
1510	Rampo	C200473-A	-	Va Ni	-	105	Im	M0 V	{+0}	(E36+3)	[4499]	B	7	
1515	Merkord	E100256-8	-	Va Lo	-	204	Im	M5 V	{-3}	(E11-2)	[4135]	B	6	
1516	Liverpool	CCB3313-8	-	Fl Lo	-	304	Im	G5 V	{-2}	(921+1)	[8169]	B	8	
1517	Bandaisan	X410369-5	-	Lo	R	325	Im	K5 V	{-3}	(B21-1)	[5183]	B	8	
1518	Chetaev	C6A2475-7	-	Fl He Ni	-	704	Im	K0 V	{-2}	(532+4)	[6235]	B	8	
1525	Belloves	C200534-B	-	Va Ni	-	306	Im	w D	{+0}	(F44+4)	[454A]	B	7	
1533	Bussolini	C8A6558-8	-	Fl Ni	-	013	Im	M0 V M5 V	{-2}	(E41+0)	[734B]	B	5	
1534	Arai	A7A689C-B	N	Fl Ph	-	800	Im	M0 V M5 V	{+2}	(877-2)	[AA6A]	eB	4	
1537	Weyland	C100667-9	S	Va Ni Na	-	904	Im	K5 V	{-1}	(F52-4)	[3576]	B	8	
1538	O'Dorney	B200640-C	N	Va Ni Na	-	205	Im	M0 V	{+1}	(A53-1)	[875F]	B	7	
1540	Paganetti	D000549-8	-	As Va Ni	-	025	Im	M0 V	{-3}	(F40+2)	[7258]	B	8	
1601	Orff	E100330-8	-	Va Lo	-	805	Im	M5 V	{-3}	(D21+0)	[7158]	B	6	
1602	Lacrimosa	C5A0262-A	S	He Lo	-	404	Im	M0 V	{+0}	(C11-1)	[1239]	B	7	
1606	Vilyujsk	C300486-7	-	Va Ni	-	403	Im	M0 V	{-2}	(330+2)	[2236]	B	7	
1610	Delambre	C5A07CB-5	-	He	-	700	Im	K5 V M5 V	{-1}	(A66-3)	[6666]	B	3	
1614	Poerink	A6669CB-B	N	Ga Hi Pr	-	015	Im	M5 V	{+3}	(E8E+0)	[8C6C]	EcB	7	
1615	Nanyang	C7A8510-7	S	Fl Ni	-	403	Im	M0 V	{-2}	(540+0)	[5389]	B	7	
1618	Kevin	A200679-E	-	Va Ni Na	-	304	Im	M5 V	{+1}	(C52-4)	[774D]	B	7	
1620	Feustel	C5B0572-5	-	He Ni	-	403	Im	K5 V	{-2}	(742+3)	[2397]	B	8	
1621	Munkanber	X10027B-1	-	Va Lo	R	203	Im	K5 V	{-3}	(411-4)	[1181]	B	7	
1622	Ostersund	C7B8632-6	-	Fl Ni	-	402	Im	M5 V	{-2}	(951+5)	[5414]	B	6	
1625	Berounka	AAB3975-D	-	Fl Hi In	-	402	Im	K0 V	{+4}	(88A+1)	[9D1D]	fEB	8	
1626	Gylden	C100453-B	S	Va Ni	-	304	Im	M5 V	{+0}	(735-2)	[545D]	B	6	
1627	Azi Dahaka	B7A4646-8	-	Fl Ni Px	-	714	Im	G0 V	{-1}	(751+1)	[753A]	B	8	
1632	Benkhoff	C7A15AB-7	-	Fl He Ni	-	402	Im	G0 V	{-2}	(843+2)	[3365]	B	8	
1634	Alepieri	DCB0000-0	S	He Ba	-	013	Im	G0 V	{-3}	(600+3)	[0000]	B	8	
1635	Abdel-Samad	BAB6898-8	-	Fl Ph	-	604	Im	M5 V	{+0}	(A75+1)	[5819]	eB	6	
1636	Jaotsungi	CEB3200-B	-	Fl Lo	-	403	Im	F0 V	{+0}	(C11+0)	[428B]	B	9	
1706	Vanderlinden	D410220-4	S	Lo	-	003	Im	M0 V M5 V M5 V	{-3}	(611+0)	[6171]	B	6	
1709	Vieira	A30088B-B	-	Va Ph Na Pi	-	206	Im	w D	{+2}	(E77+1)	[9A3E]	eDB	7	
1711	Lessing	D100578-7	-	Va Ni	-	204	Im	M5 V	{-3}	(540+1)	[422B]	B	6	
1713	Bristol	D100543-9	S	Va Ni	-	704	Im	w D	{-2}	(941+1)	[4377]	B	7	
1718	Schwank	CAB4734-5	-	Fl	-	804	Im	M0 V	{-1}	(862+0)	[6679]	B	7	
1720	Tluptar	C6A0787-8	-	He	-	104	Im	K0 V	{-1}	(86B-2)	[3674]	B	8	
1722	Carlloewe	C4B5536-A	-	Fl Ni Px	-	704	Im	M0 V	{+0}	(F45-2)	[854D]	B	7	
1726	Dibucci	CCB3564-9	S	Fl Ni	-	202	Im	G0 V	{-1}	(745-2)	[5467]	B	9	
1730	Ojika	D300200-8	-	Va Lo	-	003	Im	G5 V	{-3}	(611-2)	[2156]	B	8	
1732	Azare	CDB2477-9	S	Fl Ni Px	-	602	Im	A5 V	{-1}	(932-1)	[633B]	B	9	
1801	Cecchini	A773743-8	-	Pi	-	004	Im	K0 V	{+0}	(D63+1)	[7768]	DB	8	
1803	Nairobi	B9A1664-C	-	Fl He Ni	-	004	Im	K0 V	{+1}	(A53+2)	[672E]	B	8	
1804	Hetherington	A200897-A	N	Va Ph Na Pi	-	804	Im	M0 V	{+2}	(F78+4)	[7A1A]	eDB	7	
1807	Pepping	CFB5556-8	-	Fl Ni Px	-	603	Im	K0 V	{-2}	(940+2)	[235B]	B	8	
1809	Fivesparks	CCB6121-6	S	Fl Lo	-	414	Im	G5 V	{-2}	(701-2)	[5174]	B	8	
1812	Reichs	A000756-C	N	As Va Na Pi	-	114	Im	K0 V	{+2}	(C66+1)	[795B]	DB	8	
1813	Tsubata	B9736BD-6	NS	Ni	-	300	Im	G0 V K5 V	{+0}	(554+4)	[5658]	B	3	
1817	Jurijvega	C00047A-8	-	As Va Ni	-	925	Im	M5 V	{-2}	(F33-1)	[9218]	B	7	
1823	Peitho	C000564-A	S	As Va Ni	-	923	Im	G5 V	{+0}	(C43+0)	[655C]	B	8	
1825	Pretre	A1007BC-C	-	Va Na Pi	-	505	Im	M0 V	{+2}	(C67-3)	[996A]	DB	7	
1828	Centesima	C200663-B	S	Va Ni Na	-	106	Im	K5 V	{+0}	(F53+0)	[465D]	B	8	
1830	Thule	A7A7976-C	-	Fl Hi In	-	305	Im	M5 V	{+4}	(C8F-2)	[8D2A]	fEB	7	
1833	Ruppina	C300241-9	S	Va Lo	-	510	Im	G5 V w D	{-1}	(911-2)	[216A]	B	5	
1835	Guyunusa	A200766-F	-	Va Na Pi	-	708	Im	w D	{+2}	(D6A+1)	[895F]	DB	8	
1840	Hamsasridhar	D7A0467-3	-	He Ni	-	705	Im	K0 V	{-3}	(730+1)	[5121]	B	8	
1901	Genzel	B4109BA-B	NS	Hi Na In	-	304	Im	M0 V	{+5}	(68F+3)	[9E1B]	fEB	7	
1906	Albina	A8B0775-E	-	He	-	304	Im	w D w D	{+2}	(D68+0)	[593F]	B	4	
