Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W	
0732	A100648-D	A100648-D	N	Va Ni Na	-	105	Im	M5 V	{+1}	(C57-3)	[3729]	B	7	
0738	E6A6144-6	E6A6144-6	-	Fl Lo	-	714	Im	M0 V	{-3}	(601-4)	[1185]	B	8	
0812	A000875-C	A000875-C	-	As Va Ph Na Pi	-	413	Im	K0 V	{+2}	(778-2)	[7A48]	eDB	8	
0817	C4A2255-9	C4A2255-9	S	Fl He Lo	-	813	Im	K0 V	{-1}	(C11-1)	[2184]	B	8	
0819	D000320-8	D000320-8	S	As Va Lo	-	112	Im	K0 V	{-3}	(721-3)	[7136]	B	8	
0824	C6B5435-A	C6B5435-A	-	Fl Ni	-	704	Im	K5 V	{+0}	(A33+1)	[545A]	B	8	
0828	E692000-0	E692000-0	-	He Ba	-	000	Im	G0 V M5 V	{-3}	(500+0)	[0000]	B	3	
0831	E6A3446-3	E6A3446-3	-	Fl Ni Px	-	212	Im	A5 V	{-3}	(330+5)	[1195]	B	9	
0836	C41045A-9	C41045A-9	-	Ni	-	104	Im	G5 V	{-1}	(A32-4)	[1358]	B	8	
0910	B6B58C9-C	B6B58C9-C	S	Fl Ph	A	504	Im	M0 V	{+2}	(777+2)	[8A4C]	eB	7	
0911	B5B06BB-C	B5B06BB-C	-	He Ni	R	123	Im	F0 V	{+1}	(E54-2)	[672C]	B	9	
0913	C100200-C	C100200-C	-	Va Lo	-	604	Im	M0 V	{+0}	(D11+0)	[125C]	B	7	
0919	D6BA598-7	D6BA598-7	S	Fl Ni	-	704	Im	M5 V	{-3}	(640+0)	[5269]	B	6	
0920	C000565-9	C000565-9	S	As Va Ni	-	024	Im	M5 V	{-1}	(941+1)	[5417]	B	6	
0923	C200557-C	C200557-C	S	Va Ni	-	903	Im	M0 V	{+0}	(B46-5)	[958F]	B	7	
0927	C5B5549-8	C5B5549-8	S	Fl Ni Px	-	604	Im	M0 V	{-2}	(944-4)	[333A]	B	7	
0935	D410458-7	D410458-7	S	Ni	-	305	Im	M5 V	{-3}	(930+3)	[418C]	B	7	
1007	D7B65AA-4	D7B65AA-4	S	Fl Ni	A	205	Im	M0 V	{-3}	(340-2)	[7221]	B	8	
1009	C695101-A	C695101-A	-	Lo	-	503	Im	G5 V	{+0}	(C01+2)	[1148]	B	8	
1017	D100100-9	D100100-9	S	Va Lo	-	613	Im	M0 V	{-2}	(E01+3)	[1135]	B	7	
1018	C100666-7	C100666-7	-	Va Ni Na	-	305	Im	M5 V	{-2}	(550+1)	[8419]	B	6	
1020	D100511-8	D100511-8	-	Va Ni	-	401	Im	M5 V M5 V	{-3}	(A40-5)	[5254]	B	3	
1024	E785300-4	E785300-4	-	Ga Lo	-	703	Im	G5 V	{-3}	(A21+2)	[2158]	B	8	
1026	A111654-C	A111654-C	N	Ic Ni Na	-	604	Im	w D	{+1}	(C57+0)	[A79B]	B	4	
1103	B9B5753-C	B9B5753-C	-	Fl	-	903	Im	M5 V	{+2}	(C69-1)	[891E]	B	7	
1107	E5A6236-6	E5A6236-6	-	Fl Lo	-	303	Im	M0 V	{-3}	(311-3)	[3176]	B	7	
1111	C200554-C	C200554-C	-	Va Ni	-	114	Im	K5 V	{+0}	(D42-4)	[654A]	B	8	
1118	E100125-8	E100125-8	-	Va Lo	-	803	Im	M0 V	{-3}	(F01+0)	[1159]	B	7	
1125	C410422-8	C410422-8	-	Ni	-	306	Im	M5 V	{-2}	(B34-2)	[3228]	B	7	
1128	A5A0897-E	A5A0897-E	-	He Ph	-	503	Im	G5 V	{+2}	(C77+5)	[4A6C]	eB	8	
1140	D6A46B9-8	D6A46B9-8	-	Fl Ni Px	A	011	Im	M0 V w D	{-3}	(C51-3)	[7389]	B	4	
1203	C68A414-9	C68A414-9	S	Wa Ni	-	314	Im	K0 V	{-1}	(C33+1)	[136C]	B	8	
1204	B200636-B	B200636-B	-	Va Ni Na	-	305	Im	M5 V	{+1}	(E53+2)	[575E]	B	6	
1209	C410423-7	C410423-7	-	Ni	-	803	Im	G5 V	{-2}	(434+2)	[9277]	B	8	
1221	C7B5121-9	C7B5121-9	S	Fl Lo	-	102	Im	A5 V	{-1}	(901-3)	[3169]	B	9	
1225	B300695-B	B300695-B	S	Va Ni Na	-	100	Im	M0 V M5 V	{+1}	(B57-1)	[476D]	B	3	
1228	C7A1557-8	C7A1557-8	S	Fl He Ni Px	-	604	Im	K0 V	{-2}	(840+1)	[1329]	B	8	
1232	C6C4510-5	C6C4510-5	-	Fl Ni	-	101	Im	K5 V K5 V	{-2}	(540-1)	[4329]	B	5	
1303	D100410-6	D100410-6	S	Va Ni	-	804	Im	M0 V	{-3}	(631-3)	[3154]	B	7	
1305	E200353-8	E200353-8	-	Va Lo	-	705	Im	M5 V	{-3}	(E21-1)	[4176]	B	7	
1309	EAB3134-5	EAB3134-5	-	Fl Lo	-	112	Im	G0 V	{-3}	(A01-2)	[4148]	B	8	
1319	A5A1633-B	A5A1633-B	S	Fl He Ni	-	905	Im	K0 V	{+1}	(F53+3)	[975F]	B	8	
1327	B200667-A	B200667-A	S	Va Ni Na	-	104	Im	M0 V	{+1}	(954+1)	[5738]	B	7	
1332	X000000-0	X000000-0	-	As Va Ba	R	014	Im	F5 V	{-3}	(600+0)	[0000]	B	9	
1333	C111547-7	C111547-7	S	Ic Ni	-	904	Im	w D	{-2}	(641+1)	[4316]	B	4	
1334	C100412-B	C100412-B	S	Va Ni	-	404	Im	M5 V	{+0}	(A31-3)	[7459]	B	6	
1336	C300561-B	C300561-B	-	Va Ni	-	903	Im	M0 V	{+0}	(C41+0)	[853A]	B	7	
1337	C6A4274-9	C6A4274-9	-	Fl Lo	-	203	Im	K5 V	{-1}	(911-3)	[1176]	B	8	
1404	C6A6400-8	C6A6400-8	-	Fl Ni	-	713	Im	K0 V	{-2}	(D31+0)	[1269]	B	8	
1406	D8B0410-4	D8B0410-4	-	He Ni	-	103	Im	w D	{-3}	(932-2)	[11A2]	B	4	
1411	A100B87-F	A100B87-F	-	Va Hi Na In	-	901	Im	F0 V	{+4}	(8AF-1)	[BF4D]	fEB	9	
1414	C9C7344-A	C9C7344-A	-	Fl Lo	-	903	Im	F0 V	{+0}	(921+2)	[6349]	B	9	
1419	C111410-7	C111410-7	-	Ic Ni	-	004	Im	w D	{-2}	(632+1)	[8248]	B	4	
1421	D100410-A	D100410-A	S	Va Ni	-	314	Im	M0 V	{-1}	(935-4)	[7386]	B	7	
1426	C565848-5	C565848-5	S	Ph Pa Ri	-	213	Im	G5 V	{+0}	(978-3)	[5868]	eCcB	8	
1431	C100430-C	C100430-C	S	Va Ni	-	505	Im	M5 V	{+0}	(D35+1)	[442F]	B	6	
1503	B569640-B	B569640-B	-	Ni Ri	-	504	Im	K0 V	{+2}	(F58-1)	[483B]	CB	8	
1515	C4A7523-9	C4A7523-9	S	Fl Ni	-	401	Im	M0 V M5 V	{-1}	(743-5)	[945C]	B	4	
1536	E950200-8	E950200-8	-	De Lo Po	-	302	Im	F5 V	{-3}	(611-4)	[217A]	B	9	
1607	AAB577C-D	AAB577C-D	-	Fl	-	502	Im	G0 V	{+2}	(A69+1)	[A97E]	B	8	
1611	C771567-5	C771567-5	-	He Ni	-	100	Im	G5 V M5 V	{-2}	(B40+0)	[2344]	B	3	
1630	C400342-A	C400342-A	-	Va Lo	-	004	Im	M5 V	{+0}	(B21+2)	[1359]	B	7	
1632	A100BDF-F	A100BDF-F	-	Va Hi Na In	R	505	Im	M5 V	{+4}	(BA7-1)	[BF4E]	fEB	6	
1634	C100378-9	C100378-9	-	Va Lo	-	514	Im	K5 V	{-1}	(921-2)	[4269]	B	8	
1707	C111521-B	C111521-B	S	Ic Ni	-	507	Im	M0 V	{+0}	(F46+0)	[65AA]	B	8	
1708	C300654-A	C300654-A	S	Va Ni Na	-	613	Im	K0 V	{+0}	(B51+3)	[868D]	B	8	
1714	C8D66A8-5	C8D66A8-5	-	Ni	-	412	Im	K5 V	{-2}	(B50+0)	[5446]	B	8	
1728	C200000-0	C200000-0	-	Va Ba	-	014	Im	M0 V	{-2}	(600-1)	[0000]	B	7	
1730	A6B27CB-B	A6B27CB-B	S	Fl He	R	214	Im	M0 V	{+2}	(865+2)	[698A]	B	7	
1734	B41076B-8	B41076B-8	-	Na Pi	-	914	Im	K0 V	{+0}	(966-5)	[7788]	DB	8	
1737	B4106AD-B	B4106AD-B	-	Ni Na	R	504	Im	M5 V	{+1}	(C54+0)	[3729]	B	6	
1739	C100578-9	C100578-9	-	Va Ni	-	703	Im	M5 V	{-1}	(C41+3)	[9498]	B	6	
1740	B5B299A-B	B5B299A-B	N	Fl He Hi In	-	812	Im	M0 V M5 V	{+4}	(98B-3)	[9D1B]	fEB	5	
1805	A9B0689-E	A9B0689-E	-	He Ni	-	603	Im	w D	{+1}	(B56-1)	[875F]	B	4	
1816	X111323-2	X111323-2	-	Ic Lo	R	904	Im	w D	{-3}	(221-2)	[1122]	B	4	
1826	D111111-6	D111111-6	-	Ic Lo	-	004	Im	w D	{-3}	(201+2)	[1118]	B	4	
1828	C111358-C	C111358-C	S	Ic Lo	-	704	Im	w D	{+0}	(A21+0)	[13AD]	B	4	
1830	C300258-C	C300258-C	S	Va Lo	-	204	Im	G5 V	{+0}	(B11+3)	[525C]	B	8	
1831	A4B09BC-B	A4B09BC-B	S	He Hi In	R	303	Im	G0 V	{+4}	(989+3)	[8D28]	fEB	8	
1840	C869468-9	C869468-9	S	Ni	-	500	Im	G5 V M5 V	{-1}	(832-3)	[137B]	B	4	
1915	D5A0466-4	D5A0466-4	S	He Ni	-	904	Im	K0 V	{-3}	(830+0)	[4137]	B	8	
1923	CAB5464-A	CAB5464-A	-	Fl Ni	-	613	Im	G0 V	{+0}	(F31-2)	[243A]	B	9	
2010	C200110-9	C200110-9	S	Va Lo	-	403	Im	w D w D	{-1}	(C01+2)	[31A6]	B	4	
2016	B000865-B	B000865-B	S	As Va Ph Na Pi	-	822	Im	M0 V M5 V	{+2}	(879+0)	[4A1F]	eDB	5	
2018	B100798-C	B100798-C	S	Va Na Pi	-	902	Im	M5 V M5 V	{+2}	(467+4)	[6998]	DB	4	
2028	B100779-9	B100779-9	S	Va Na Pi	-	902	Im	M5 V M5 V	{+1}	(B68+0)	[8819]	DB	4	
2101	C8A3562-8	C8A3562-8	-	Fl Ni	-	814	Im	M5 V	{-2}	(D41-1)	[5389]	B	7	
2104	ABB0649-E	ABB0649-E	-	He Ni	-	103	Im	w D	{+1}	(B53-2)	[975E]	B	4	
2108	C862234-8	C862234-8	-	Lo	-	303	Im	F0 V	{-2}	(811-2)	[5189]	B	9	
2110	C111574-C	C111574-C	-	Ic Ni	-	002	Im	M0 V M5 V	{+0}	(A46-2)	[154F]	B	4	
2118	C5A0455-7	C5A0455-7	S	He Ni	-	803	Im	G5 V	{-2}	(334-3)	[42A9]	B	8	
2125	E5B0369-5	E5B0369-5	-	He Lo	-	004	Im	M5 V	{-3}	(421+1)	[5151]	B	6	
2135	CAB6540-9	CAB6540-9	-	Fl Ni	-	113	Im	M0 V	{-1}	(F40+0)	[149E]	B	7	
2201	C100542-B	C100542-B	S	Va Ni	-	305	Im	M5 V	{+0}	(A45-4)	[455F]	B	6	
2205	A6A36AE-C	A6A36AE-C	N	Fl Ni	R	104	Im	K5 V	{+1}	(B56+1)	[974B]	B	8	
2210	C7B2698-A	C7B2698-A	S	Fl He Ni Px	-	605	Im	M0 V	{+0}	(D52+5)	[7697]	B	8	
2213	C5A1757-6	C5A1757-6	S	Fl He	-	303	Im	K0 V	{-1}	(766-1)	[6664]	B	8	
2215	C4A0124-6	C4A0124-6	S	He Lo	-	402	Im	G5 V	{-2}	(901+4)	[1184]	B	8	
2216	B8A4743-7	B8A4743-7	NS	Fl	-	503	Im	K5 V M5 V	{+1}	(866+1)	[7853]	B	6	
2229	A896979-D	A896979-D	-	Hi In	-	604	Im	K0 V	{+4}	(F8B-5)	[8D2F]	fEB	8	
2230	A300622-A	A300622-A	-	Va Ni Na	-	804	Im	M5 V	{+1}	(757-1)	[6736]	B	6	
2231	C300322-A	C300322-A	S	Va Lo	-	403	Im	M0 V	{+0}	(A21+2)	[1339]	B	7	
2312	C000200-C	C000200-C	S	As Va Lo	-	812	Im	K5 V	{+0}	(C11+1)	[1269]	B	7	
2316	C000232-A	C000232-A	-	As Va Lo	-	612	Im	w D w D	{+0}	(E11-2)	[127A]	B	3	
2323	B000699-9	B000699-9	-	As Va Ni Na	-	726	Im	M0 V	{+0}	(F54+0)	[5699]	B	8	
2324	C5A0477-6	C5A0477-6	-	He Ni	-	303	Im	M5 V	{-2}	(C34-2)	[12A3]	B	6	
2327	A111945-E	A111945-E	-	Ic Hi Na In	-	803	Im	w D w D	{+4}	(C8C+0)	[9D4E]	fEB	3	
2331	C300301-8	C300301-8	-	Va Lo	-	413	Im	M5 V	{-2}	(B21-1)	[415A]	B	6	
2335	D000475-6	D000475-6	-	As Va Ni	-	914	Im	M0 V	{-3}	(831+0)	[2164]	B	7	
2402	B1007A7-B	B1007A7-B	-	Va Na Pi	-	604	Im	M5 V	{+2}	(D69+3)	[498C]	DB	6	
2404	A0009AE-F	A0009AE-F	N	As Va Hi Na In	R	510	Im	K0 V M5 V	{+4}	(889+2)	[9D7D]	fEB	4	
2409	C762231-6	C762231-6	S	Lo	-	815	Im	K0 V	{-2}	(811+1)	[4176]	B	8	
2410	C410545-9	C410545-9	S	Ni	-	303	Im	M0 V	{-1}	(743+0)	[644A]	B	7	
2414	C30036B-B	C30036B-B	-	Va Lo	-	604	Im	K0 V	{+0}	(F21+4)	[536B]	B	8	
2416	C968510-7	C968510-7	S	Ni Ag Pr	-	500	Im	K0 V M5 V	{-1}	(740+0)	[7496]	CcB	2	
2426	E100354-6	E100354-6	-	Va Lo	-	906	Im	M5 V	{-3}	(721-3)	[8128]	B	7	
2435	C100886-C	C100886-C	S	Va Ph Na Pi	-	204	Im	M5 V	{+1}	(776+0)	[796C]	eDB	6	
2436	D410300-A	D410300-A	-	Lo	-	803	Im	w D	{-1}	(B21+3)	[823A]	B	4	
2439	B5B0774-C	B5B0774-C	S	He	-	701	Im	K5 V K5 V	{+2}	(769+5)	[893C]	B	4	
2502	A300899-C	A300899-C	-	Va Ph Na Pi	-	506	Im	M0 V	{+2}	(D7B+1)	[7A4C]	eDB	8	
2508	D200230-5	D200230-5	-	Va Lo	-	214	Im	G0 V	{-3}	(911+0)	[2185]	B	9	
2509	E887220-2	E887220-2	-	Ga Lo	-	002	Im	K5 V	{-3}	(411+1)	[3123]	B	8	
2519	B5BA768-E	B5BA768-E	S	Fl	-	904	Im	M0 V	{+2}	(D68+2)	[997F]	B	7	
2534	E100120-7	E100120-7	-	Va Lo	-	205	Im	M5 V	{-3}	(701+1)	[116A]	B	6	
2537	C5A0300-7	C5A0300-7	S	He Lo	-	203	Im	K5 V	{-2}	(A21-3)	[8187]	B	7	
2540	E6D6258-4	E6D6258-4	-	Lo	-	803	Im	G5 V	{-3}	(811-4)	[6183]	B	8	
2604	C000562-C	C000562-C	-	As Va Ni	-	614	Im	K0 V	{+0}	(C44-4)	[355F]	B	8	
2611	C300554-A	C300554-A	-	Va Ni	-	003	Im	w D	{+0}	(A46-3)	[7575]	B	4	
2613	C7A7343-A	C7A7343-A	-	Fl Lo	-	303	Im	w D	{+0}	(C21+0)	[6347]	B	4	
2621	C300334-8	C300334-8	S	Va Lo	-	806	Im	M0 V	{-2}	(F21+5)	[613A]	B	8	
2622	C300587-9	C300587-9	-	Va Ni	-	912	Im	A5 V	{-1}	(640+2)	[A46E]	B	9	
2624	E111000-0	E111000-0	-	Ic Ba	-	016	Im	K5 V	{-3}	(400+4)	[0000]	B	8	
2626	C5A0575-8	C5A0575-8	-	He Ni	-	901	Im	K5 V K5 V	{-2}	(641-3)	[73A9]	B	5	
2628	B5B2764-7	B5B2764-7	-	Fl He	-	404	Im	K5 V	{+0}	(667+0)	[57A7]	B	7	
2632	C8B25A6-5	C8B25A6-5	-	Fl He Ni Px	-	805	Im	K5 V	{-2}	(A43+1)	[1318]	B	8	
2634	C100326-C	C100326-C	S	Va Lo	-	404	Im	M0 V	{+0}	(B21+0)	[137F]	B	8	
2637	A5B8766-9	A5B8766-9	-	Fl	-	603	Im	w D	{+1}	(B6C-2)	[585A]	B	4	
2639	C100541-9	C100541-9	S	Va Ni	-	904	Im	M5 V	{-1}	(B45+3)	[1417]	B	6	
2705	C200355-C	C200355-C	-	Va Lo	-	805	Im	M0 V	{+0}	(F21+0)	[13AF]	B	8	
2714	C111586-7	C111586-7	-	Ic Ni	-	604	Im	w D	{-2}	(741+0)	[3399]	B	4	
2721	A1009AA-C	A1009AA-C	N	Va Hi Na In	A	603	Im	M0 V M5 V	{+4}	(78C+3)	[8D59]	fEB	6	
2730	C410573-A	C410573-A	S	Ni	-	306	Im	K5 V	{+0}	(944-1)	[453A]	B	8	
2740	A30097C-D	A30097C-D	-	Va Hi Na In	-	104	Im	M5 V	{+4}	(B8D-1)	[6D3C]	fEB	6	
2803	B410622-D	B410622-D	-	Ni Na	-	003	Im	M0 V	{+1}	(E52+5)	[473C]	B	7	
2806	E000573-5	E000573-5	-	As Va Ni	-	115	Im	M5 V	{-3}	(743+3)	[821A]	B	6	
2808	ECB5523-8	ECB5523-8	-	Fl Ni	-	904	Im	M5 V	{-3}	(D40-2)	[5248]	B	7	
2813	C100400-8	C100400-8	-	Va Ni	-	704	Im	M5 V	{-2}	(D31+2)	[5279]	B	6	
2823	X100466-3	X100466-3	-	Va Ni	R	803	Im	M0 V	{-3}	(831-1)	[4161]	B	7	
2825	A4A29BD-B	A4A29BD-B	-	Fl He Hi In	R	313	Im	M5 V	{+4}	(E89+3)	[9D6B]	fEB	6	
2827	X200630-0	X200630-0	-	Va Ni Na	R	304	Im	M0 V	{-3}	(751-2)	[A361]	B	7	
2836	B5A09A9-9	B5A09A9-9	-	He Hi In	-	503	Im	K0 V	{+3}	(C89+1)	[7C4A]	EB	8	
2911	D100578-5	D100578-5	S	Va Ni	-	613	Im	G5 V	{-3}	(B40-1)	[7226]	B	8	
2929	A4A08B9-C	A4A08B9-C	-	He Ph	A	403	Im	K0 V	{+2}	(D7B-2)	[9A4B]	eB	8	
2931	D111330-7	D111330-7	S	Ic Lo	-	702	Im	K0 V w D	{-3}	(921+0)	[1158]	B	4	
2932	C100486-8	C100486-8	S	Va Ni	-	414	Im	M5 V	{-2}	(B30+0)	[723C]	B	6	
2933	C5A3562-7	C5A3562-7	S	Fl Ni	-	904	Im	K5 V	{-2}	(941-4)	[9347]	B	8	
2936	E000213-7	E000213-7	-	As Va Lo	-	522	Im	F5 V	{-3}	(B11+2)	[1168]	B	9	
2937	E300416-9	E300416-9	-	Va Ni	-	505	Im	M5 V	{-2}	(C33+1)	[3255]	B	7	
3003	A867A77-E	A867A77-E	-	Ga Hi	-	800	Im	K0 V K5 V	{+3}	(997-1)	[8D3B]	EB	2	
3005	B9D4767-9	B9D4767-9	-		-	313	Im	G5 V	{+1}	(A67-1)	[8856]	B	8	
3007	B30067B-B	B30067B-B	N	Va Ni Na	-	104	Im	K0 V	{+1}	(C52+3)	[9739]	B	8	
3009	C7A2366-6	C7A2366-6	-	Fl He Lo Px	-	200	Im	K0 V M5 V	{-2}	(221-4)	[5123]	B	3	
3023	C572230-9	C572230-9	-	He Lo	-	403	Im	G5 V	{-1}	(F11-3)	[1117]	B	8	
3028	X6A0234-4	X6A0234-4	-	He Lo	R	803	Im	K5 V	{-3}	(711+1)	[2166]	B	7	
3102	E567200-6	E567200-6	-	Lo	-	014	Im	K0 V	{-3}	(B11-4)	[4182]	B	8	
3109	A8B7ADC-C	A8B7ADC-C	N	Fl Hi In	R	514	Im	K5 V	{+4}	(A9A+4)	[BE5A]	fEB	7	
3119	C776458-8	C776458-8	-	Ni Pa	-	405	Im	M0 V	{-2}	(A34+0)	[4255]	cB	7	
3122	C100758-D	C100758-D	S	Va Na Pi	-	503	Im	M5 V M5 V	{+1}	(967-1)	[583D]	DB	4	
3125	A745874-B	A745874-B	N	Ph Pa Pi	-	003	Im	G0 V	{+2}	(77A+0)	[AA3D]	eDcB	9	
3131	C100400-B	C100400-B	S	Va Ni	-	414	Im	M0 V	{+0}	(F36+4)	[142B]	B	7	
3213	B3006BC-A	B3006BC-A	N	Va Ni Na	R	900	Im	M0 V M5 V	{+1}	(453+0)	[978B]	B	3	
3233	E300000-0	E300000-0	-	Va Ba	-	003	Im	w D w D	{-3}	(300+2)	[0000]	B	4	
3235	C5B3400-A	C5B3400-A	-	Fl Ni	-	604	Im	M0 V	{+0}	(636-4)	[2467]	B	8	
